unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Non-programme,RUS,Russian Federation,BCG,96.0,96.0,95.0,95.0,96.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,96.0,97.0,97.0,96.0,96.0
ESAR,RWA,Rwanda,BCG,92.0,99.0,89.0,89.0,98.0,97.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,93.0,89.0,98.0,91.0,86.0,88.0,81.0,74.0,81.0
LACR,KNA,Saint Kitts and Nevis,BCG,95.0,93.0,96.0,98.0,99.0,97.0,97.0,96.0,95.0,99.0,94.0,95.0,99.0,91.0,93.0,95.0,97.0,99.0,99.0,89.0,99.0,99.0,95.0,99.0
LACR,LCA,Saint Lucia,BCG,92.0,89.0,81.0,89.0,95.0,99.0,88.0,96.0,99.0,89.0,99.0,99.0,99.0,97.0,97.0,99.0,99.0,94.0,97.0,99.0,95.0,95.0,99.0,91.0
LACR,VCT,Saint Vincent and the Grenadines,BCG,98.0,94.0,62.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,96.0,97.0,99.0,90.0,80.0,87.0,93.0,99.0,95.0,99.0,87.0,91.0,99.0,99.0
EAPR,WSM,Samoa,BCG,99.0,96.0,92.0,99.0,96.0,68.0,89.0,81.0,86.0,92.0,90.0,90.0,95.0,87.0,92.0,98.0,91.0,84.0,86.0,93.0,73.0,98.0,98.0,97.0
WCAR,STP,Sao Tome and Principe,BCG,80.0,87.0,93.0,94.0,95.0,96.0,94.0,92.0,97.0,95.0,97.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,99.0,99.0,96.0,92.0,81.0
MENA,SAU,Saudi Arabia,BCG,96.0,98.0,94.0,95.0,52.0,98.0,97.0,98.0,98.0,98.0,99.0,99.0,98.0,98.0,98.0,98.0,96.0,95.0,96.0,95.0,94.0,98.0,94.0,94.0
WCAR,SEN,Senegal,BCG,92.0,92.0,92.0,99.0,96.0,94.0,99.0,97.0,95.0,95.0,97.0,97.0,97.0,97.0,97.0,98.0,96.0,94.0,92.0,95.0,77.0,70.0,89.0,89.0
ECAR,SRB,Serbia,BCG,98.0,96.0,98.0,98.0,98.0,98.0,97.0,98.0,98.0,98.0,97.0,98.0,99.0,99.0,98.0,99.0,98.0,99.0,98.0,97.0,94.0,91.0,88.0,85.0
Non-programme,SYC,Seychelles,BCG,99.0,99.0,99.0,99.0,98.0,97.0,99.0,99.0,99.0,98.0,99.0,99.0,99.0,99.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
WCAR,SLE,Sierra Leone,BCG,78.0,73.0,74.0,72.0,86.0,88.0,90.0,92.0,90.0,90.0,99.0,98.0,97.0,97.0,96.0,91.0,82.0,83.0,85.0,86.0,89.0,76.0,63.0,74.0
Non-programme,SGP,Singapore,BCG,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,99.0,99.0,98.0,98.0,99.0
Non-programme,SVK,Slovakia,BCG,,,,,,,,,,,,90.0,97.0,98.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,93.0,94.0
Non-programme,SVN,Slovenia,BCG,,,,,,,,,,,,,,,,,,,,96.0,97.0,97.0,98.0,98.0
EAPR,SLB,Solomon Islands,BCG,83.0,88.0,83.0,82.0,77.0,83.0,78.0,80.0,79.0,81.0,82.0,85.0,94.0,91.0,92.0,92.0,98.0,99.0,96.0,99.0,93.0,87.0,94.0,99.0
ESAR,SOM,Somalia,BCG,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,39.0,41.0,29.0,36.0,38.0,40.0,50.0,50.0,65.0,60.0,70.0,69.0
ESAR,ZAF,South Africa,BCG,79.0,84.0,86.0,86.0,84.0,70.0,75.0,79.0,83.0,93.0,88.0,86.0,84.0,81.0,82.0,84.0,79.0,79.0,76.0,78.0,81.0,84.0,86.0,89.0
ESAR,SSD,South Sudan,BCG,72.0,72.0,71.0,69.0,66.0,66.0,65.0,52.0,55.0,55.0,58.0,65.0,75.0,,,,,,,,,,,
ROSA,LKA,Sri Lanka,BCG,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0
MENA,PSE,State of Palestine,BCG,87.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,96.0,97.0,92.0
MENA,SDN,Sudan,BCG,49.0,65.0,80.0,92.0,92.0,88.0,97.0,96.0,88.0,95.0,93.0,92.0,92.0,90.0,82.0,88.0,83.0,77.0,72.0,66.0,69.0,65.0,67.0,56.0
Non-programme,SWE,Sweden,BCG,,,24.0,26.0,25.0,26.0,25.0,26.0,24.0,26.0,27.0,24.0,23.0,23.0,21.0,23.0,23.0,21.0,20.0,18.0,17.0,16.0,16.0,16.0
MENA,SYR,Syrian Arab Republic,BCG,75.0,76.0,76.0,74.0,84.0,79.0,78.0,72.0,66.0,81.0,84.0,82.0,90.0,97.0,95.0,93.0,93.0,91.0,90.0,90.0,90.0,90.0,91.0,91.0
ECAR,TJK,Tajikistan,BCG,99.0,99.0,98.0,98.0,98.0,99.0,98.0,98.0,98.0,98.0,98.0,96.0,97.0,98.0,82.0,89.0,83.0,93.0,97.0,95.0,98.0,97.0,96.0,98.0
EAPR,THA,Thailand,BCG,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
EAPR,TLS,Timor-Leste,BCG,90.0,90.0,90.0,92.0,93.0,95.0,95.0,86.0,79.0,79.0,86.0,86.0,79.0,79.0,74.0,85.0,74.0,74.0,70.0,72.0,72.0,75.0,,
WCAR,TGO,Togo,BCG,91.0,91.0,98.0,96.0,98.0,97.0,89.0,93.0,93.0,82.0,97.0,97.0,97.0,97.0,91.0,92.0,91.0,96.0,96.0,91.0,79.0,81.0,83.0,84.0
EAPR,TON,Tonga,BCG,99.0,99.0,99.0,99.0,99.0,99.0,99.0,91.0,91.0,99.0,99.0,95.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,95.0,91.0,99.0
MENA,TUN,Tunisia,BCG,85.0,84.0,85.0,92.0,91.0,92.0,91.0,95.0,97.0,95.0,97.0,99.0,98.0,98.0,98.0,99.0,99.0,99.0,98.0,97.0,93.0,91.0,91.0,95.0
ECAR,TUR,Turkiye,BCG,98.0,98.0,95.0,96.0,96.0,96.0,93.0,96.0,96.0,95.0,96.0,96.0,96.0,97.0,96.0,96.0,94.0,88.0,88.0,85.0,88.0,89.0,95.0,96.0
ECAR,TKM,Turkmenistan,BCG,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,98.0,99.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
EAPR,TUV,Tuvalu,BCG,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
ESAR,UGA,Uganda,BCG,95.0,96.0,97.0,91.0,88.0,88.0,89.0,94.0,95.0,91.0,93.0,95.0,97.0,86.0,90.0,86.0,87.0,83.0,90.0,88.0,87.0,85.0,83.0,82.0
ECAR,UKR,Ukraine,BCG,84.0,71.0,86.0,93.0,84.0,90.0,84.0,75.0,39.0,39.0,95.0,95.0,90.0,92.0,94.0,95.0,98.0,97.0,96.0,98.0,98.0,98.0,98.0,98.0
MENA,ARE,United Arab Emirates,BCG,98.0,96.0,99.0,86.0,94.0,95.0,95.0,99.0,96.0,90.0,94.0,94.0,96.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
ESAR,TZA,United Republic of Tanzania,BCG,95.0,94.0,82.0,91.0,92.0,91.0,93.0,95.0,97.0,99.0,99.0,99.0,99.0,99.0,93.0,89.0,89.0,90.0,91.0,91.0,91.0,88.0,91.0,86.0
LACR,URY,Uruguay,BCG,99.0,97.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,99.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
ECAR,UZB,Uzbekistan,BCG,99.0,99.0,99.0,99.0,99.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,99.0,99.0,93.0,99.0,99.0,99.0,98.0,98.0
EAPR,VUT,Vanuatu,BCG,86.0,81.0,76.0,77.0,97.0,94.0,95.0,94.0,95.0,95.0,93.0,92.0,90.0,88.0,86.0,85.0,83.0,81.0,81.0,80.0,80.0,80.0,79.0,79.0
LACR,VEN,Venezuela (Bolivarian Republic of),BCG,67.0,60.0,68.0,82.0,91.0,92.0,94.0,97.0,99.0,97.0,95.0,96.0,95.0,92.0,91.0,90.0,82.0,83.0,95.0,96.0,91.0,90.0,93.0,99.0
EAPR,VNM,Viet Nam,BCG,95.0,88.0,88.0,95.0,96.0,95.0,97.0,95.0,97.0,96.0,95.0,98.0,98.0,94.0,97.0,92.0,94.0,95.0,95.0,96.0,97.0,97.0,97.0,98.0
MENA,YEM,Yemen,BCG,54.0,63.0,60.0,59.0,59.0,55.0,59.0,67.0,42.0,70.0,69.0,64.0,59.0,65.0,58.0,60.0,64.0,67.0,66.0,64.0,66.0,73.0,78.0,82.0
ESAR,ZMB,Zambia,BCG,81.0,85.0,92.0,85.0,95.0,91.0,99.0,99.0,97.0,99.0,95.0,92.0,92.0,92.0,92.0,91.0,91.0,92.0,92.0,93.0,93.0,94.0,94.0,94.0
ESAR,ZWE,Zimbabwe,BCG,96.0,96.0,88.0,88.0,95.0,95.0,95.0,95.0,90.0,99.0,95.0,98.0,98.0,99.0,90.0,91.0,87.0,84.0,80.0,76.0,78.0,80.0,82.0,84.0
