unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
ECAR,AZE,Azerbaijan,MCV2,93,91.0,90.0,79.0,97.0,96.0,97.0,98.0,98.0,98.0,98.0,95.0,92.0,89.0,83.0,79.0,75.0,68.0,67.0,67.0,66.0,67.0,65.0,
LACR,BHS,Bahamas,MCV2,53,65.0,80.0,83.0,83.0,69.0,76.0,74.0,76.0,72.0,69.0,73.0,79.0,78.0,76.0,80.0,84.0,88.0,88.0,95.0,,,,
MENA,BHR,Bahrain,MCV2,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,98.0,99.0,97.0,99.0,99.0,99.0,99.0,99.0,97.0,99.0,92.0
ROSA,BGD,Bangladesh,MCV2,93,93.0,93.0,93.0,93.0,93.0,93.0,92.0,90.0,89.0,82.0,41.0,,,,,,,,,,,,
LACR,BRB,Barbados,MCV2,76,73.0,70.0,78.0,77.0,74.0,77.0,87.0,89.0,91.0,89.0,90.0,94.0,96.0,97.0,97.0,96.0,94.0,98.0,99.0,71.0,41.0,12.0,
ECAR,BLR,Belarus,MCV2,95,98.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,98.0,99.0,97.0,99.0,99.0,99.0,99.0,99.0,95.0,98.0,98.0,98.0,98.0,97.0,92.0
Non-programme,BEL,Belgium,MCV2,82,83.0,83.0,83.0,82.0,82.0,82.0,82.0,80.0,80.0,80.0,80.0,83.0,83.0,83.0,81.0,78.0,78.0,,,,,,
LACR,BLZ,Belize,MCV2,88,76.0,77.0,87.0,95.0,91.0,88.0,96.0,95.0,92.0,92.0,93.0,98.0,91.0,92.0,90.0,89.0,92.0,87.0,,,,,
ROSA,BTN,Bhutan,MCV2,97,97.0,91.0,92.0,92.0,91.0,99.0,90.0,94.0,92.0,89.0,90.0,95.0,85.0,79.0,72.0,,,,,,,,
LACR,BOL,Bolivia (Plurinational State of),MCV2,50,49.0,56.0,46.0,44.0,38.0,,,,,,,,,,,,,,,,,,
ECAR,BIH,Bosnia and Herzegovina,MCV2,63,60.0,63.0,60.0,68.0,76.0,80.0,78.0,88.0,92.0,93.0,94.0,88.0,91.0,88.0,92.0,95.0,93.0,90.0,88.0,85.0,90.0,86.0,74.0
ESAR,BWA,Botswana,MCV2,79,77.0,70.0,66.0,76.0,74.0,74.0,74.0,80.0,85.0,83.0,,,,,,,,,,,,,
LACR,BRA,Brazil,MCV2,64,58.0,46.0,44.0,54.0,76.0,67.0,77.0,80.0,89.0,69.0,70.0,71.0,53.0,55.0,56.0,49.0,55.0,61.0,68.0,74.0,80.0,95.0,95.0
EAPR,BRN,Brunei Darussalam,MCV2,99,99.0,99.0,97.0,98.0,98.0,98.0,97.0,97.0,96.0,92.0,96.0,93.0,93.0,99.0,90.0,92.0,94.0,95.0,97.0,96.0,96.0,95.0,95.0
ECAR,BGR,Bulgaria,MCV2,87,87.0,86.0,84.0,95.0,87.0,92.0,88.0,87.0,89.0,94.0,94.0,94.0,96.0,93.0,94.0,94.0,93.0,92.0,91.0,89.0,79.0,85.0,83.0
WCAR,BFA,Burkina Faso,MCV2,71,71.0,71.0,71.0,71.0,71.0,65.0,59.0,50.0,17.0,,,,,,,,,,,,,,
ESAR,BDI,Burundi,MCV2,80,85.0,85.0,83.0,80.0,77.0,75.0,72.0,65.0,60.0,51.0,,,,,,,,,,,,,
WCAR,CPV,Cabo Verde,MCV2,86,86.0,86.0,86.0,91.0,88.0,85.0,92.0,95.0,79.0,89.0,94.0,99.0,,,,,,,,,,,
EAPR,KHM,Cambodia,MCV2,64,69.0,63.0,72.0,75.0,64.0,67.0,64.0,59.0,61.0,52.0,41.0,,,,,,,,,,,,
WCAR,CMR,Cameroon,MCV2,45,36.0,28.0,22.0,,,,,,,,,,,,,,,,,,,,
Non-programme,CAN,Canada,MCV2,79,79.0,83.0,83.0,87.0,87.0,87.0,86.0,86.0,86.0,86.0,83.0,,,,,,,,,,,,
WCAR,TCD,Chad,MCV2,35,2.0,,,,,,,,,,,,,,,,,,,,,,
LACR,CHL,Chile,MCV2,70,81.0,91.0,83.0,91.0,93.0,90.0,87.0,89.0,88.0,78.0,74.0,77.0,84.0,89.0,89.0,95.0,95.0,96.0,96.0,,,,
EAPR,CHN,China,MCV2,95,99.0,99.0,99.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,95.0,92.0,94.0,84.0,,,,,
LACR,COL,Colombia,MCV2,84,84.0,86.0,88.0,89.0,88.0,89.0,87.0,86.0,88.0,72.0,80.0,76.0,74.0,71.0,70.0,93.0,85.0,73.0,70.0,70.0,93.0,83.0,84.0
ESAR,COM,Comoros,MCV2,79,79.0,19.0,,,,,,,,,,,,,,,,,,,,,
WCAR,COG,Congo,MCV2,34,34.0,31.0,29.0,9.0,,,,,,,,,,,,,,,,,,,
EAPR,COK,Cook Islands,MCV2,77,51.0,67.0,82.0,98.0,99.0,95.0,90.0,95.0,98.0,95.0,98.0,96.0,98.0,61.0,95.0,98.0,99.0,97.0,86.0,88.0,61.0,50.0,70.0
LACR,CRI,Costa Rica,MCV2,83,75.0,69.0,81.0,93.0,93.0,93.0,87.0,90.0,90.0,92.0,95.0,80.0,79.0,84.0,89.0,,,,,,,,
WCAR,CIV,Cote d'Ivoire,MCV2,43,20.0,1.0,,,,,,,,,,,,,,,,,,,,,
ECAR,HRV,Croatia,MCV2,90,90.0,90.0,91.0,95.0,95.0,95.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,
LACR,CUB,Cuba,MCV2,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,97.0,96.0,95.0,98.0,95.0,98.0,99.0,97.0,53.0,,,,,
Non-programme,CYP,Cyprus,MCV2,80,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,89.0,93.0,,,,,,,
Non-programme,CZE,Czechia,MCV2,90,90.0,90.0,90.0,87.0,84.0,90.0,93.0,99.0,96.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
EAPR,PRK,Democratic People's Republic of Korea,MCV2,16,0.0,91.0,99.0,98.0,99.0,98.0,98.0,85.0,76.0,76.0,76.0,76.0,76.0,75.0,75.0,,,,,,,,
WCAR,COD,Democratic Republic of the Congo,MCV2,18,,,,,,,,,,,,,,,,,,,,,,,
Non-programme,DNK,Denmark,MCV2,93,94.0,94.0,90.0,90.0,90.0,88.0,85.0,80.0,84.0,86.0,87.0,86.0,85.0,85.0,87.0,88.0,91.0,91.0,88.0,88.0,92.0,87.0,
MENA,DJI,Djibouti,MCV2,64,48.0,48.0,60.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,,,,,,,,,,,,
LACR,DMA,Dominica,MCV2,87,87.0,87.0,90.0,92.0,81.0,81.0,92.0,94.0,89.0,91.0,94.0,94.0,95.0,95.0,95.0,95.0,99.0,99.0,99.0,99.0,99.0,62.0,
LACR,DOM,Dominican Republic,MCV2,70,65.0,60.0,55.0,60.0,31.0,,,,,,,,,,,,,,,,,,
LACR,ECU,Ecuador,MCV2,60,60.0,58.0,70.0,76.0,74.0,73.0,64.0,76.0,59.0,70.0,81.0,92.0,91.0,99.0,,,,,,,,,
MENA,EGY,Egypt,MCV2,95,96.0,96.0,94.0,94.0,94.0,94.0,96.0,92.0,93.0,96.0,92.0,97.0,97.0,96.0,96.0,97.0,97.0,97.0,96.0,97.0,96.0,99.0,97.0
LACR,SLV,El Salvador,MCV2,71,72.0,80.0,66.0,76.0,85.0,86.0,87.0,88.0,85.0,85.0,95.0,81.0,78.0,82.0,79.0,86.0,89.0,85.0,80.0,77.0,,,
WCAR,GNQ,Equatorial Guinea,MCV2,28,13.0,17.0,,,,,,,,,,,,,,,,,,,,,
ESAR,ERI,Eritrea,MCV2,85,85.0,85.0,85.0,85.0,85.0,88.0,88.0,88.0,,,,,,,,,,,,,,,
Non-programme,EST,Estonia,MCV2,84,84.0,84.0,87.0,90.0,88.0,91.0,92.0,92.0,93.0,92.0,94.0,95.0,95.0,96.0,97.0,96.0,98.0,98.0,97.0,96.0,94.0,84.0,89.0
ESAR,SWZ,Eswatini,MCV2,82,77.0,69.0,70.0,75.0,75.0,70.0,76.0,83.0,89.0,89.0,52.0,92.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
ESAR,ETH,Ethiopia,MCV2,53,48.0,46.0,46.0,41.0,,,,,,,,,,,,,,,,,,,
EAPR,FJI,Fiji,MCV2,83,84.0,78.0,71.0,72.0,89.0,86.0,83.0,94.0,86.0,92.0,92.0,93.0,93.0,93.0,93.0,94.0,94.0,74.0,,,,,
Non-programme,FIN,Finland,MCV2,92,92.0,93.0,93.0,93.0,93.0,92.0,85.0,,,,,,,,,,,,,,,,
Non-programme,FRA,France,MCV2,93,92.0,91.0,90.0,86.0,83.0,80.0,80.0,79.0,77.0,75.0,72.0,67.0,61.0,,,,,,,,,,
WCAR,GMB,Gambia,MCV2,73,52.0,61.0,61.0,61.0,71.0,68.0,79.0,81.0,73.0,53.0,56.0,,,,,,,,,,,,
ECAR,GEO,Georgia,MCV2,86,78.0,81.0,77.0,97.0,96.0,90.0,85.0,91.0,87.0,89.0,79.0,77.0,84.0,71.0,87.0,92.0,88.0,87.0,75.0,57.0,40.0,8.0,
Non-programme,DEU,Germany,MCV2,93,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0,92.0,90.0,91.0,89.0,83.0,77.0,,
WCAR,GHA,Ghana,MCV2,78,84.0,83.0,79.0,83.0,83.0,83.0,75.0,63.0,67.0,54.0,52.0,,,,,,,,,,,,
ECAR,GRC,Greece,MCV2,83,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,77.0,77.0,77.0,77.0,77.0,,,,,,,
LACR,GRD,Grenada,MCV2,84,68.0,55.0,79.0,82.0,74.0,79.0,85.0,89.0,92.0,85.0,75.0,85.0,86.0,78.0,86.0,86.0,87.0,81.0,61.0,68.0,74.0,,
LACR,GTM,Guatemala,MCV2,77,71.0,79.0,79.0,78.0,78.0,89.0,67.0,,,,,,,,,,,,,,,,
WCAR,GIN,Guinea,MCV2,26,3.0,,,,,,,,,,,,,,,,,,,,,,
WCAR,GNB,Guinea-Bissau,MCV2,36,1.0,,,,,,,,,,,,,,,,,,,,,,
LACR,GUY,Guyana,MCV2,99,99.0,83.0,97.0,92.0,84.0,93.0,94.0,95.0,91.0,95.0,90.0,84.0,82.0,84.0,84.0,90.0,74.0,72.0,63.0,71.0,80.0,88.0,
LACR,HTI,Haiti,MCV2,41,41.0,41.0,41.0,41.0,38.0,25.0,26.0,,,,,,,,,,,,,,,,
LACR,HND,Honduras,MCV2,74,70.0,75.0,79.0,85.0,94.0,,,,,,,,,,,,,,,,,,
Non-programme,HUN,Hungary,MCV2,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Non-programme,ISL,Iceland,MCV2,89,80.0,10.0,93.0,94.0,95.0,95.0,95.0,94.0,93.0,94.0,97.0,90.0,92.0,93.0,94.0,95.0,93.0,90.0,89.0,92.0,,,
ROSA,IND,India,MCV2,90,90.0,82.0,81.0,84.0,82.0,80.0,76.0,69.0,60.0,51.0,36.0,27.0,,,,,,,,,,,
EAPR,IDN,Indonesia,MCV2,62,71.0,53.0,60.0,71.0,67.0,63.0,55.0,31.0,28.0,76.0,78.0,76.0,74.0,67.0,66.0,73.0,50.0,23.0,29.0,21.0,,,
MENA,IRN,Iran (Islamic Republic of),MCV2,99,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,99.0,99.0,99.0,96.0,97.0,98.0,92.0,99.0,96.0,96.0,94.0,99.0
MENA,IRQ,Iraq,MCV2,83,97.0,84.0,93.0,86.0,83.0,84.0,75.0,76.0,67.0,57.0,68.0,77.0,77.0,87.0,76.0,64.0,52.0,58.0,41.0,45.0,48.0,52.0,
Non-programme,ISR,Israel,MCV2,92,92.0,93.0,96.0,96.0,96.0,96.0,97.0,97.0,96.0,95.0,89.0,87.0,93.0,92.0,91.0,90.0,96.0,96.0,97.0,97.0,97.0,97.0,
Non-programme,ITA,Italy,MCV2,85,85.0,86.0,86.0,88.0,89.0,86.0,82.0,83.0,83.0,84.0,,,,,,,,,,,,,
LACR,JAM,Jamaica,MCV2,89,83.0,85.0,89.0,92.0,82.0,95.0,85.0,83.0,72.0,71.0,76.0,60.0,56.0,78.0,80.0,84.0,88.0,91.0,95.0,95.0,96.0,96.0,
Non-programme,JPN,Japan,MCV2,94,95.0,94.0,95.0,93.0,93.0,95.0,93.0,93.0,94.0,93.0,92.0,92.0,97.0,92.0,78.0,,,,,,,,
MENA,JOR,Jordan,MCV2,89,80.0,85.0,90.0,93.0,96.0,99.0,99.0,96.0,98.0,98.0,96.0,95.0,95.0,90.0,90.0,97.0,88.0,92.0,98.0,91.0,90.0,87.0,83.0
ECAR,KAZ,Kazakhstan,MCV2,99,97.0,96.0,91.0,98.0,98.0,99.0,99.0,98.0,99.0,99.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,99.0,99.0,98.0,95.0,98.0
ESAR,KEN,Kenya,MCV2,76,70.0,71.0,67.0,60.0,53.0,41.0,35.0,28.0,,,,,,,,,,,,,,,
EAPR,KIR,Kiribati,MCV2,47,68.0,58.0,57.0,91.0,85.0,79.0,79.0,76.0,80.0,84.0,9.0,61.0,21.0,35.0,,,,,,,,,
MENA,KWT,Kuwait,MCV2,91,94.0,94.0,94.0,94.0,94.0,99.0,99.0,96.0,86.0,99.0,99.0,99.0,99.0,94.0,86.0,90.0,96.0,77.0,,,,,
ECAR,KGZ,Kyrgyzstan,MCV2,93,95.0,97.0,93.0,98.0,96.0,96.0,98.0,96.0,97.0,97.0,98.0,98.0,98.0,98.0,97.0,95.0,97.0,98.0,98.0,98.0,98.0,98.0,96.0
EAPR,LAO,Lao People's Democratic Republic,MCV2,68,55.0,50.0,64.0,56.0,70.0,1.0,,,,,,,,,,,,,,,,,
Non-programme,LVA,Latvia,MCV2,92,86.0,85.0,94.0,96.0,94.0,89.0,89.0,92.0,89.0,92.0,92.0,92.0,93.0,92.0,94.0,98.0,99.0,99.0,98.0,97.0,96.0,95.0,90.0
MENA,LBN,Lebanon,MCV2,53,59.0,59.0,64.0,63.0,63.0,63.0,63.0,63.0,63.0,65.0,68.0,70.0,73.0,75.0,65.0,55.0,45.0,34.0,24.0,14.0,28.0,42.0,56.0
ESAR,LSO,Lesotho,MCV2,82,75.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,81.0,81.0,80.0,80.0,80.0,68.0,56.0,47.0,50.0,46.0,
WCAR,LBR,Liberia,MCV2,60,59.0,35.0,30.0,13.0,,,,,,,,,,,,,,,,,,,
MENA,LBY,Libya,MCV2,72,72.0,72.0,72.0,72.0,72.0,94.0,96.0,97.0,92.0,95.0,97.0,97.0,97.0,97.0,97.0,97.0,96.0,95.0,95.0,90.0,86.0,81.0,
Non-programme,LTU,Lithuania,MCV2,86,87.0,88.0,91.0,93.0,92.0,92.0,92.0,92.0,92.0,92.0,93.0,94.0,95.0,94.0,96.0,96.0,94.0,95.0,93.0,93.0,95.0,96.0,97.0
Non-programme,LUX,Luxembourg,MCV2,90,90.0,90.0,90.0,90.0,90.0,86.0,86.0,86.0,86.0,86.0,86.0,,,,,,,,,,,,
ESAR,MDG,Madagascar,MCV2,47,32.0,24.0,14.0,,,,,,,,,,,,,,,,,,,,
ESAR,MWI,Malawi,MCV2,65,60.0,74.0,75.0,75.0,72.0,67.0,61.0,8.0,,,,,,,,,,,,,,,
EAPR,MYS,Malaysia,MCV2,96,96.0,98.0,84.0,87.0,88.0,99.0,99.0,99.0,99.0,99.0,99.0,95.0,95.0,95.0,93.0,92.0,90.0,91.0,,,,,
ROSA,MDV,Maldives,MCV2,99,98.0,98.0,97.0,96.0,99.0,99.0,99.0,99.0,97.0,99.0,99.0,96.0,96.0,96.0,76.0,56.0,,,,,,,
WCAR,MLI,Mali,MCV2,59,44.0,33.0,26.0,4.0,,,,,,,,,,,,,,,,,,,
Non-programme,MLT,Malta,MCV2,95,95.0,93.0,99.0,95.0,95.0,83.0,86.0,91.0,94.0,88.0,91.0,85.0,85.0,85.0,83.0,77.0,86.0,60.0,31.0,2.0,,,
EAPR,MHL,Marshall Islands,MCV2,61,54.0,58.0,68.0,64.0,61.0,62.0,49.0,70.0,53.0,56.0,58.0,74.0,90.0,66.0,79.0,91.0,60.0,71.0,92.0,90.0,70.0,6.0,6.0
WCAR,MRT,Mauritania,MCV2,24,,,,,,,,,,,,,,,,,,,,,,,
Non-programme,MUS,Mauritius,MCV2,94,93.0,83.0,87.0,99.0,99.0,95.0,92.0,96.0,85.0,85.0,90.0,89.0,90.0,85.0,83.0,80.0,85.0,78.0,80.0,,,,
LACR,MEX,Mexico,MCV2,74,82.0,97.0,79.0,55.0,99.0,62.0,98.0,96.0,95.0,76.0,92.0,97.0,91.0,92.0,94.0,85.0,91.0,97.0,97.0,96.0,89.0,99.0,98.0
EAPR,FSM,Micronesia (Federated States of),MCV2,59,38.0,38.0,62.0,52.0,48.0,52.0,45.0,74.0,75.0,75.0,70.0,75.0,75.0,82.0,84.0,86.0,85.0,84.0,74.0,66.0,65.0,64.0,50.0
Non-programme,MCO,Monaco,MCV2,80,80.0,80.0,80.0,79.0,79.0,79.0,79.0,79.0,79.0,,,,,,,,,,,,,,
EAPR,MNG,Mongolia,MCV2,96,93.0,94.0,96.0,98.0,98.0,98.0,90.0,98.0,98.0,97.0,98.0,98.0,95.0,97.0,96.0,97.0,96.0,98.0,98.0,98.0,96.0,95.0,75.0
ECAR,MNE,Montenegro,MCV2,69,70.0,79.0,76.0,81.0,86.0,83.0,86.0,94.0,95.0,94.0,97.0,97.0,97.0,96.0,96.0,95.0,,,,,,,
MENA,MAR,Morocco,MCV2,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,95.0,54.0,,,,,,,92.0,92.0,92.0,91.0,,,,
ESAR,MOZ,Mozambique,MCV2,44,38.0,38.0,47.0,55.0,48.0,43.0,39.0,,,,,,,,,,,,,,,,
EAPR,MMR,Myanmar,MCV2,65,64.0,42.0,90.0,80.0,87.0,80.0,86.0,78.0,82.0,80.0,76.0,80.0,75.0,65.0,57.0,,,,,,,,
ESAR,NAM,Namibia,MCV2,62,79.0,56.0,63.0,56.0,50.0,32.0,,,,,,,,,,,,,,,,,
EAPR,NRU,Nauru,MCV2,99,99.0,99.0,97.0,95.0,94.0,94.0,97.0,96.0,94.0,88.0,81.0,99.0,99.0,92.0,99.0,99.0,97.0,50.0,60.0,72.0,83.0,95.0,
ROSA,NPL,Nepal,MCV2,89,87.0,87.0,74.0,76.0,69.0,59.0,25.0,,,,,,,,,,,,,,,,
Non-programme,NLD,Netherlands (Kingdom of the),MCV2,81,85.0,90.0,89.0,90.0,89.0,90.0,91.0,92.0,93.0,92.0,93.0,93.0,92.0,93.0,93.0,92.0,92.0,93.0,98.0,98.0,96.0,,
Non-programme,NZL,New Zealand,MCV2,84,83.0,82.0,91.0,90.0,90.0,90.0,89.0,87.0,86.0,86.0,85.0,86.0,,,,,,,,,,,
LACR,NIC,Nicaragua,MCV2,95,99.0,83.0,98.0,99.0,95.0,84.0,,,,,,,,,,,,,,,,,
WCAR,NER,Niger,MCV2,68,42.0,66.0,60.0,58.0,48.0,46.0,31.0,16.0,3.0,,,,,,,,,,,,,,
WCAR,NGA,Nigeria,MCV2,38,38.0,38.0,38.0,9.0,,,,,,,,,,,,,,,,,,,
EAPR,NIU,Niue,MCV2,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,70.0,99.0,86.0,90.0,99.0,99.0
ECAR,MKD,North Macedonia,MCV2,88,89.0,80.0,68.0,94.0,94.0,97.0,93.0,93.0,96.0,96.0,96.0,98.0,99.0,97.0,95.0,95.0,96.0,95.0,95.0,97.0,95.0,94.0,95.0
Non-programme,NOR,Norway,MCV2,94,94.0,95.0,95.0,95.0,93.0,91.0,91.0,91.0,92.0,91.0,91.0,94.0,97.0,96.0,95.0,93.0,91.0,91.0,90.0,89.0,90.0,90.0,90.0
MENA,OMN,Oman,MCV2,99,98.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,99.0
ROSA,PAK,Pakistan,MCV2,80,79.0,79.0,77.0,74.0,67.0,67.0,67.0,54.0,48.0,43.0,42.0,38.0,34.0,30.0,,,,,,,,,
EAPR,PLW,Palau,MCV2,89,85.0,84.0,83.0,88.0,75.0,77.0,95.0,82.0,81.0,98.0,86.0,83.0,39.0,79.0,77.0,83.0,98.0,95.0,98.0,94.0,90.0,83.0,75.0
LACR,PAN,Panama,MCV2,73,75.0,75.0,74.0,97.0,99.0,93.0,93.0,92.0,90.0,68.0,72.0,81.0,73.0,76.0,79.0,83.0,86.0,89.0,89.0,89.0,88.0,88.0,88.0
EAPR,PNG,Papua New Guinea,MCV2,41,25.0,20.0,27.0,20.0,,,,,,,,,,,,,,,,,,,
LACR,PRY,Paraguay,MCV2,57,53.0,67.0,72.0,83.0,83.0,82.0,87.0,72.0,76.0,76.0,75.0,78.0,77.0,77.0,84.0,74.0,61.0,31.0,,,,,
LACR,PER,Peru,MCV2,66,54.0,60.0,52.0,66.0,67.0,67.0,68.0,63.0,44.0,54.0,63.0,70.0,56.0,42.0,17.0,9.0,,,,,,,
EAPR,PHL,Philippines,MCV2,69,64.0,55.0,68.0,70.0,65.0,64.0,62.0,57.0,54.0,54.0,42.0,36.0,10.0,19.0,,,,,,,,,
Non-programme,POL,Poland,MCV2,86,86.0,86.0,86.0,91.0,92.0,93.0,93.0,94.0,95.0,93.0,95.0,95.0,94.0,95.0,97.0,98.0,99.0,90.0,96.0,97.0,97.0,96.0,96.0
Non-programme,PRT,Portugal,MCV2,95,96.0,95.0,95.0,96.0,96.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,95.0,95.0,95.0,95.0,95.0,87.0,79.0,72.0,64.0,56.0,48.0
MENA,QAT,Qatar,MCV2,99,99.0,99.0,88.0,98.0,95.0,93.0,92.0,91.0,95.0,99.0,99.0,99.0,98.0,99.0,95.0,91.0,87.0,98.0,95.0,91.0,91.0,,
Non-programme,KOR,Republic of Korea,MCV2,96,95.0,95.0,95.0,96.0,97.0,97.0,97.0,97.0,96.0,95.0,97.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,95.0,95.0,67.0,39.0
ECAR,MDA,Republic of Moldova,MCV2,93,93.0,92.0,93.0,95.0,96.0,92.0,95.0,90.0,93.0,94.0,95.0,96.0,98.0,98.0,97.0,95.0,99.0,98.0,98.0,96.0,69.0,,
ECAR,ROU,Romania,MCV2,62,71.0,75.0,75.0,76.0,81.0,75.0,76.0,80.0,84.0,88.0,90.0,91.0,93.0,94.0,95.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0,96.0
Non-programme,RUS,Russian Federation,MCV2,97,97.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,97.0,97.0,97.0,97.0,97.0,97.0,96.0,93.0,88.0,86.0
ESAR,RWA,Rwanda,MCV2,88,91.0,85.0,91.0,92.0,96.0,95.0,90.0,87.0,,,,,,,,,,,,,,,
LACR,KNA,Saint Kitts and Nevis,MCV2,94,93.0,94.0,99.0,98.0,96.0,95.0,96.0,90.0,90.0,94.0,90.0,99.0,99.0,99.0,94.0,95.0,96.0,97.0,98.0,98.0,99.0,99.0,99.0
LACR,LCA,Saint Lucia,MCV2,83,63.0,66.0,71.0,75.0,68.0,73.0,88.0,95.0,79.0,62.0,80.0,72.0,74.0,63.0,22.0,33.0,45.0,56.0,67.0,69.0,71.0,73.0,89.0
LACR,VCT,Saint Vincent and the Grenadines,MCV2,92,99.0,94.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,96.0,92.0,91.0,89.0,94.0,94.0,83.0,88.0,93.0,73.0,86.0,99.0,99.0,
EAPR,WSM,Samoa,MCV2,75,45.0,50.0,59.0,59.0,28.0,54.0,54.0,55.0,68.0,74.0,52.0,50.0,30.0,14.0,46.0,36.0,6.0,26.0,45.0,65.0,84.0,,
Non-programme,SMR,San Marino,MCV2,79,85.0,81.0,79.0,79.0,84.0,78.0,81.0,86.0,86.0,85.0,89.0,92.0,90.0,92.0,92.0,94.0,94.0,94.0,94.0,94.0,,,
WCAR,STP,Sao Tome and Principe,MCV2,90,80.0,69.0,75.0,81.0,76.0,76.0,76.0,76.0,71.0,,,,,,,,,,,,,,
MENA,SAU,Saudi Arabia,MCV2,96,98.0,97.0,96.0,96.0,97.0,96.0,96.0,96.0,98.0,99.0,98.0,97.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,96.0,96.0,
WCAR,SEN,Senegal,MCV2,64,64.0,64.0,63.0,63.0,62.0,59.0,57.0,54.0,13.0,,,,,,,,,,,,,,
