unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Non-programme,LUX,Luxembourg,DTP1,99,99,99,99,99,99,99,99,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
ESAR,MDG,Madagascar,DTP1,74,66,66,78,77,77,71,74,71,77,76,78,80,78.0,80.0,84.0,92.0,93.0,88.0,82.0,79.0,76.0,75.0,74.0
ESAR,MWI,Malawi,DTP1,95,89,95,95,97,96,93,89,93,97,96,99,98,97.0,97.0,97.0,96.0,99.0,99.0,99.0,99.0,94.0,99.0,98.0
EAPR,MYS,Malaysia,DTP1,99,99,98,99,99,99,99,99,99,99,99,99,98,98.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0
ROSA,MDV,Maldives,DTP1,99,99,97,99,99,99,99,99,99,99,99,99,97,97.0,99.0,99.0,99.0,98.0,99.0,98.0,98.0,98.0,99.0,98.0
WCAR,MLI,Mali,DTP1,78,78,79,75,81,82,82,82,78,73,69,75,80,81.0,82.0,85.0,89.0,91.0,96.0,94.0,91.0,87.0,78.0,61.0
Non-programme,MLT,Malta,DTP1,99,99,99,99,98,99,98,97,98,99,99,99,99,97.0,91.0,88.0,84.0,85.0,94.0,92.0,96.0,95.0,98.0,97.0
EAPR,MHL,Marshall Islands,DTP1,98,96,97,97,96,97,97,87,95,97,97,97,99,99.0,99.0,99.0,99.0,90.0,89.0,71.0,90.0,90.0,99.0,64.0
WCAR,MRT,Mauritania,DTP1,96,96,87,92,88,86,86,87,87,95,95,95,91,82.0,79.0,88.0,92.0,85.0,85.0,83.0,91.0,96.0,76.0,73.0
Non-programme,MUS,Mauritius,DTP1,97,96,93,94,97,98,96,97,98,97,99,99,99,99.0,99.0,99.0,97.0,99.0,99.0,98.0,99.0,96.0,92.0,88.0
LACR,MEX,Mexico,DTP1,89,93,83,77,84,90,93,96,99,95,90,99,99,96.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
EAPR,FSM,Micronesia (Federated States of),DTP1,98,92,95,98,97,97,97,95,95,97,98,97,96,90.0,97.0,87.0,86.0,83.0,98.0,81.0,97.0,87.0,90.0,92.0
Non-programme,MCO,Monaco,DTP1,99,99,99,99,99,99,99,99,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
EAPR,MNG,Mongolia,DTP1,98,97,97,98,99,99,99,99,99,99,98,99,99,98.0,95.0,98.0,95.0,99.0,99.0,99.0,98.0,99.0,95.0,95.0
ECAR,MNE,Montenegro,DTP1,93,93,94,94,94,94,95,97,96,97,98,98,98,97.0,96.0,98.0,98.0,95.0,,,,,,
MENA,MAR,Morocco,DTP1,99,99,99,99,99,99,99,99,99,99,99,99,99,99.0,99.0,99.0,98.0,99.0,99.0,99.0,94.0,98.0,97.0,98.0
ESAR,MOZ,Mozambique,DTP1,90,81,76,83,90,90,90,90,90,90,90,91,91,91.0,89.0,87.0,85.0,86.0,87.0,88.0,89.0,88.0,86.0,84.0
EAPR,MMR,Myanmar,DTP1,80,81,45,87,93,95,94,94,94,92,90,89,88,93.0,93.0,88.0,89.0,86.0,76.0,86.0,80.0,81.0,81.0,87.0
ESAR,NAM,Namibia,DTP1,88,90,98,97,92,94,94,90,98,92,94,89,88,87.0,87.0,88.0,88.0,91.0,93.0,88.0,87.0,86.0,88.0,90.0
EAPR,NRU,Nauru,DTP1,99,99,99,99,99,99,99,99,98,99,99,98,99,99.0,99.0,99.0,99.0,98.0,90.0,93.0,97.0,99.0,98.0,85.0
ROSA,NPL,Nepal,DTP1,96,95,92,89,96,96,96,95,94,94,94,90,96,85.0,94.0,84.0,85.0,93.0,81.0,88.0,82.0,84.0,84.0,84.0
Non-programme,NLD,Netherlands (Kingdom of the),DTP1,97,97,98,98,98,97,98,98,98,98,99,99,99,99.0,99.0,99.0,99.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0
Non-programme,NZL,New Zealand,DTP1,93,94,93,94,94,95,95,92,93,93,93,94,95,95.0,94.0,91.0,91.0,92.0,92.0,91.0,91.0,90.0,96.0,96.0
LACR,NIC,Nicaragua,DTP1,89,94,88,94,99,99,99,99,99,99,99,99,99,99.0,99.0,99.0,94.0,94.0,92.0,80.0,86.0,88.0,92.0,97.0
WCAR,NER,Niger,DTP1,94,96,94,93,92,91,95,92,93,95,89,87,86,83.0,81.0,76.0,68.0,63.0,58.0,56.0,53.0,51.0,48.0,46.0
WCAR,NGA,Nigeria,DTP1,70,70,70,70,72,69,65,62,49,48,49,51,56,60.0,73.0,63.0,52.0,49.0,48.0,46.0,45.0,43.0,42.0,42.0
EAPR,NIU,Niue,DTP1,99,99,99,99,99,99,99,99,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,95.0,99.0,99.0,99.0,99.0,99.0
ECAR,MKD,North Macedonia,DTP1,92,92,89,93,98,98,97,97,98,98,99,98,97,97.0,96.0,96.0,95.0,95.0,99.0,96.0,99.0,99.0,95.0,98.0
Non-programme,NOR,Norway,DTP1,99,98,98,98,99,99,99,99,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
MENA,OMN,Oman,DTP1,99,99,99,99,99,99,99,99,99,99,99,99,99,99.0,99.0,99.0,99.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0
ROSA,PAK,Pakistan,DTP1,94,93,90,87,90,87,83,82,82,80,78,78,77,67.0,67.0,69.0,70.0,72.0,73.0,75.0,74.0,72.0,71.0,69.0
EAPR,PLW,Palau,DTP1,99,99,99,99,99,99,99,99,99,99,99,99,99,99.0,99.0,99.0,99.0,98.0,98.0,99.0,99.0,99.0,98.0,98.0
LACR,PAN,Panama,DTP1,88,98,98,93,97,97,96,96,96,96,93,99,98,96.0,95.0,93.0,97.0,96.0,95.0,98.0,99.0,99.0,99.0,99.0
EAPR,PNG,Papua New Guinea,DTP1,45,47,41,50,44,44,46,64,62,68,71,71,70,70.0,71.0,64.0,72.0,83.0,80.0,81.0,88.0,81.0,77.0,84.0
LACR,PRY,Paraguay,DTP1,79,82,79,84,88,91,95,94,96,95,97,94,95,95.0,94.0,96.0,99.0,99.0,97.0,94.0,95.0,95.0,96.0,95.0
LACR,PER,Peru,DTP1,92,93,90,93,97,97,96,96,97,98,97,99,94,97.0,97.0,97.0,93.0,96.0,94.0,93.0,98.0,98.0,91.0,99.0
EAPR,PHL,Philippines,DTP1,91,87,70,87,87,87,87,87,82,86,90,94,93,92.0,92.0,91.0,90.0,90.0,91.0,92.0,86.0,84.0,92.0,92.0
Non-programme,POL,Poland,DTP1,99,99,99,99,99,99,99,99,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Non-programme,PRT,Portugal,DTP1,99,99,99,99,99,99,99,99,99,99,99,99,97,99.0,97.0,99.0,99.0,99.0,94.0,98.0,99.0,98.0,99.0,99.0
MENA,QAT,Qatar,DTP1,99,99,99,96,99,99,98,99,99,99,99,95,94,98.0,99.0,97.0,96.0,99.0,99.0,99.0,96.0,96.0,95.0,92.0
Non-programme,KOR,Republic of Korea,DTP1,98,98,98,98,98,98,98,98,98,99,99,99,99,96.0,96.0,95.0,95.0,98.0,98.0,95.0,97.0,97.0,97.0,97.0
ECAR,MDA,Republic of Moldova,DTP1,87,89,87,86,91,96,91,94,88,94,96,97,96,93.0,88.0,96.0,95.0,97.0,98.0,99.0,99.0,99.0,97.0,98.0
ECAR,ROU,Romania,DTP1,82,89,97,95,96,94,94,94,95,95,95,95,96,96.0,96.0,96.0,97.0,97.0,97.0,97.0,98.0,98.0,99.0,99.0
Non-programme,RUS,Russian Federation,DTP1,97,97,97,97,97,97,97,97,97,97,97,97,97,97.0,99.0,99.0,99.0,99.0,99.0,97.0,97.0,97.0,97.0,97.0
ESAR,RWA,Rwanda,DTP1,99,98,96,95,99,98,99,99,99,99,99,99,98,98.0,98.0,97.0,99.0,99.0,95.0,94.0,97.0,95.0,94.0,93.0
LACR,KNA,Saint Kitts and Nevis,DTP1,98,96,97,99,98,99,99,99,98,99,98,99,99,98.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,99.0,99.0
LACR,LCA,Saint Lucia,DTP1,96,92,89,90,99,99,89,95,99,99,99,99,99,98.0,99.0,99.0,99.0,94.0,99.0,99.0,90.0,99.0,99.0,76.0
LACR,VCT,Saint Vincent and the Grenadines,DTP1,98,99,97,99,99,97,99,99,99,99,99,98,98,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
EAPR,WSM,Samoa,DTP1,99,97,96,99,97,67,78,90,85,86,88,88,91,91.0,86.0,48.0,85.0,80.0,87.0,91.0,96.0,99.0,99.0,99.0
Non-programme,SMR,San Marino,DTP1,93,93,91,92,90,94,88,93,87,87,88,91,94,91.0,91.0,91.0,92.0,93.0,97.0,96.0,97.0,98.0,98.0,98.0
WCAR,STP,Sao Tome and Principe,DTP1,86,92,97,97,97,97,96,97,98,98,99,98,98,98.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,94.0,97.0,89.0
MENA,SAU,Saudi Arabia,DTP1,97,98,97,96,96,96,99,98,98,99,98,98,99,98.0,98.0,98.0,97.0,97.0,97.0,96.0,96.0,97.0,99.0,95.0
WCAR,SEN,Senegal,DTP1,91,97,92,99,98,96,97,96,94,94,96,96,97,96.0,94.0,94.0,97.0,99.0,97.0,95.0,81.0,70.0,79.0,79.0
