unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Non-programme,SMR,San Marino,MCV1,89,91,89,90,86,89,86,82,84,81,82,84,90,88.0,88.0,86.0,90.0,90.0,94.0,94.0,94.0,96.0,97.0,99.0
WCAR,STP,Sao Tome and Principe,MCV1,86,82,77,86,95,95,90,93,93,92,91,92,91,92.0,90.0,93.0,86.0,85.0,88.0,91.0,87.0,85.0,75.0,69.0
MENA,SAU,Saudi Arabia,MCV1,97,98,98,96,95,98,96,98,98,98,98,98,98,98.0,98.0,97.0,96.0,95.0,97.0,97.0,96.0,97.0,94.0,94.0
WCAR,SEN,Senegal,MCV1,76,76,76,80,86,86,90,93,80,80,84,83,84,81.0,79.0,77.0,84.0,80.0,74.0,57.0,60.0,54.0,48.0,48.0
ECAR,SRB,Serbia,MCV1,84,81,75,78,87,92,86,82,86,86,92,87,93,95.0,95.0,92.0,95.0,88.0,96.0,89.0,87.0,92.0,90.0,89.0
Non-programme,SYC,Seychelles,MCV1,93,98,94,97,99,96,99,97,98,99,97,98,99,99.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,95.0,97.0
WCAR,SLE,Sierra Leone,MCV1,90,90,87,87,93,87,80,85,78,80,85,86,84,82.0,80.0,73.0,60.0,65.0,71.0,76.0,73.0,62.0,50.0,37.0
Non-programme,SGP,Singapore,MCV1,97,96,96,97,96,97,95,95,95,95,95,95,95,95.0,95.0,95.0,95.0,95.0,96.0,95.0,93.0,94.0,95.0,96.0
Non-programme,SVK,Slovakia,MCV1,94,95,95,96,96,96,96,95,95,97,98,99,98,98.0,99.0,99.0,99.0,98.0,98.0,99.0,99.0,99.0,99.0,98.0
Non-programme,SVN,Slovenia,MCV1,95,96,95,94,94,93,93,92,94,94,94,95,96,95.0,95.0,96.0,96.0,96.0,94.0,94.0,94.0,93.0,94.0,95.0
EAPR,SLB,Solomon Islands,MCV1,68,90,67,81,81,93,84,82,75,76,76,87,77,74.0,69.0,71.0,90.0,99.0,87.0,87.0,82.0,78.0,83.0,91.0
ESAR,SOM,Somalia,MCV1,46,46,46,46,46,46,46,46,46,46,46,46,46,46.0,43.0,34.0,35.0,35.0,35.0,40.0,40.0,45.0,20.0,24.0
ESAR,ZAF,South Africa,MCV1,80,86,87,84,83,81,81,84,86,84,78,79,77,72.0,77.0,73.0,68.0,69.0,64.0,63.0,62.0,65.0,69.0,72.0
ESAR,SSD,South Sudan,MCV1,72,72,74,69,65,61,56,51,52,54,57,59,62,,,,,,,,,,,
Non-programme,ESP,Spain,MCV1,96,96,95,96,98,98,98,97,96,96,95,97,97,95.0,98.0,98.0,97.0,97.0,97.0,97.0,98.0,97.0,96.0,94.0
ROSA,LKA,Sri Lanka,MCV1,99,99,97,96,99,99,99,99,99,99,99,99,99,99.0,97.0,98.0,98.0,99.0,99.0,96.0,99.0,99.0,99.0,99.0
MENA,PSE,State of Palestine,MCV1,89,97,98,99,99,99,99,99,99,99,99,98,99,98.0,97.0,96.0,98.0,99.0,98.0,96.0,99.0,94.0,98.0,93.0
MENA,SDN,Sudan,MCV1,51,66,81,86,90,88,90,86,87,86,85,85,87,90.0,82.0,79.0,79.0,73.0,69.0,67.0,65.0,58.0,58.0,58.0
LACR,SUR,Suriname,MCV1,71,74,58,45,64,77,76,76,76,70,81,64,79,87.0,88.0,86.0,85.0,83.0,91.0,86.0,69.0,73.0,82.0,84.0
Non-programme,SWE,Sweden,MCV1,93,92,97,97,97,97,97,97,98,97,97,98,97,97.0,97.0,96.0,96.0,97.0,96.0,96.0,95.0,95.0,94.0,91.0
Non-programme,CHE,Switzerland,MCV1,95,96,95,97,95,95,95,94,94,94,93,93,93,92.0,92.0,92.0,87.0,87.0,87.0,82.0,82.0,82.0,82.0,82.0
MENA,SYR,Syrian Arab Republic,MCV1,74,52,70,70,76,74,78,73,64,65,69,72,80,82.0,82.0,81.0,81.0,81.0,81.0,82.0,83.0,84.0,80.0,84.0
ECAR,TJK,Tajikistan,MCV1,98,98,97,98,98,98,98,97,97,98,97,97,98,94.0,89.0,86.0,85.0,82.0,85.0,92.0,91.0,89.0,88.0,88.0
EAPR,THA,Thailand,MCV1,93,93,93,96,96,96,99,99,99,99,99,98,98,98.0,98.0,98.0,96.0,96.0,96.0,96.0,96.0,94.0,94.0,94.0
EAPR,TLS,Timor-Leste,MCV1,72,72,72,74,75,77,77,73,70,74,70,73,62,66.0,70.0,73.0,63.0,61.0,48.0,55.0,55.0,56.0,,
WCAR,TGO,Togo,MCV1,72,71,70,69,75,71,77,73,75,77,72,72,72,68.0,66.0,63.0,71.0,78.0,70.0,70.0,68.0,48.0,40.0,58.0
EAPR,TON,Tonga,MCV1,99,99,99,99,99,99,99,98,99,99,99,95,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,90.0,93.0,95.0
LACR,TTO,Trinidad and Tobago,MCV1,90,92,93,91,99,90,93,86,89,96,91,85,92,92.0,94.0,91.0,91.0,89.0,93.0,95.0,88.0,87.0,91.0,90.0
MENA,TUN,Tunisia,MCV1,96,95,95,98,98,96,98,96,98,98,94,96,96,97.0,98.0,98.0,98.0,98.0,96.0,95.0,90.0,94.0,92.0,95.0
ECAR,TUR,Turkiye,MCV1,95,95,96,95,97,96,96,98,97,94,98,96,98,97.0,97.0,97.0,96.0,98.0,91.0,81.0,75.0,83.0,91.0,87.0
ECAR,TKM,Turkmenistan,MCV1,99,98,97,98,99,99,99,99,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,99.0,97.0,97.0,88.0,98.0,96.0
EAPR,TUV,Tuvalu,MCV1,98,90,93,93,96,88,95,96,94,94,96,98,98,85.0,90.0,93.0,95.0,84.0,62.0,97.0,95.0,99.0,99.0,81.0
ESAR,UGA,Uganda,MCV1,93,92,90,89,87,86,83,79,79,85,83,80,75,73.0,77.0,70.0,75.0,75.0,68.0,66.0,64.0,62.0,59.0,57.0
ECAR,UKR,Ukraine,MCV1,92,74,88,85,93,91,86,42,56,56,79,79,67,56.0,75.0,94.0,97.0,98.0,96.0,99.0,99.0,99.0,99.0,99.0
MENA,ARE,United Arab Emirates,MCV1,98,98,99,99,99,99,99,99,99,99,98,96,95,94.0,93.0,92.0,92.0,92.0,92.0,94.0,94.0,94.0,94.0,94.0
Non-programme,GBR,United Kingdom,MCV1,90,90,91,91,91,92,92,92,93,93,93,92,90,89.0,86.0,86.0,86.0,85.0,82.0,81.0,82.0,85.0,85.0,88.0
ESAR,TZA,United Republic of Tanzania,MCV1,91,89,80,87,89,88,90,83,95,97,99,97,93,92.0,91.0,88.0,90.0,93.0,91.0,94.0,97.0,89.0,86.0,78.0
Non-programme,USA,United States,MCV1,92,92,92,91,90,92,91,92,92,92,92,91,92,92.0,90.0,92.0,92.0,92.0,92.0,93.0,93.0,91.0,91.0,91.0
LACR,URY,Uruguay,MCV1,96,96,93,95,96,97,96,95,96,96,96,96,95,95.0,94.0,95.0,96.0,94.0,95.0,95.0,95.0,95.0,94.0,89.0
ECAR,UZB,Uzbekistan,MCV1,99,99,99,99,98,96,99,99,99,99,97,99,99,98.0,95.0,98.0,98.0,98.0,99.0,98.0,99.0,97.0,99.0,99.0
EAPR,VUT,Vanuatu,MCV1,70,70,50,78,80,75,80,84,76,90,84,79,75,70.0,65.0,61.0,56.0,52.0,53.0,55.0,56.0,58.0,59.0,61.0
LACR,VEN,Venezuela (Bolivarian Republic of),MCV1,68,52,68,76,93,74,96,88,92,89,85,87,86,79.0,87.0,93.0,87.0,82.0,76.0,80.0,83.0,83.0,98.0,84.0
EAPR,VNM,Viet Nam,MCV1,82,88,89,97,95,97,97,99,97,97,98,96,96,98.0,97.0,92.0,83.0,93.0,95.0,97.0,93.0,96.0,98.0,97.0
MENA,YEM,Yemen,MCV1,45,53,51,53,54,53,56,62,61,64,68,63,66,68.0,65.0,69.0,71.0,65.0,73.0,74.0,64.0,62.0,72.0,70.0
ESAR,ZMB,Zambia,MCV1,90,90,90,96,93,94,96,97,90,85,80,82,83,96.0,90.0,87.0,93.0,85.0,85.0,85.0,84.0,84.0,84.0,85.0
ESAR,ZWE,Zimbabwe,MCV1,90,90,88,85,85,88,90,95,86,92,93,97,92,90.0,76.0,70.0,69.0,68.0,67.0,66.0,68.0,70.0,73.0,75.0
