unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Non-programme,HUN,Hungary,HIB3,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Non-programme,ISL,Iceland,HIB3,92,92,92.0,93.0,93.0,91.0,89.0,91.0,92.0,90.0,91.0,89.0,95.0,96.0,96.0,98.0,97.0,97.0,95.0,99.0,97.0,95.0,92.0,98.0
ROSA,IND,India,HIB3,91,93,85.0,85.0,91.0,90.0,89.0,80.0,45.0,20.0,20.0,,,,,,,,,,,,,
EAPR,IDN,Indonesia,HIB3,83,91,67.0,77.0,85.0,85.0,85.0,84.0,84.0,30.0,4.0,,,,,,,,,,,,,
MENA,IRN,Iran (Islamic Republic of),HIB3,99,99,98.0,99.0,99.0,99.0,99.0,99.0,98.0,,,,,,,,,,,,,,,
MENA,IRQ,Iraq,HIB3,91,93,78.0,74.0,84.0,86.0,81.0,71.0,68.0,70.0,68.0,36.0,,,,,,,,,,,,
Non-programme,IRL,Ireland,HIB3,93,93,93.0,94.0,94.0,94.0,95.0,95.0,95.0,96.0,95.0,95.0,95.0,94.0,93.0,93.0,92.0,91.0,90.0,89.0,86.0,83.0,84.0,85.0
Non-programme,ISR,Israel,HIB3,98,98,98.0,98.0,98.0,98.0,98.0,94.0,95.0,95.0,96.0,94.0,94.0,95.0,96.0,94.0,95.0,94.0,93.0,95.0,93.0,91.0,94.0,93.0
Non-programme,ITA,Italy,HIB3,95,95,94.0,94.0,95.0,94.0,94.0,93.0,93.0,94.0,95.0,96.0,96.0,95.0,96.0,96.0,96.0,96.0,95.0,94.0,90.0,83.0,70.0,55.0
LACR,JAM,Jamaica,HIB3,98,98,90.0,96.0,96.0,98.0,93.0,99.0,91.0,92.0,93.0,96.0,91.0,94.0,90.0,91.0,91.0,97.0,99.0,98.0,35.0,,,
Non-programme,JPN,Japan,HIB3,98,99,99.0,95.0,98.0,99.0,99.0,99.0,96.0,99.0,99.0,99.0,99.0,,,,,,,,,,,
MENA,JOR,Jordan,HIB3,96,92,85.0,77.0,89.0,96.0,99.0,98.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,98.0,98.0,95.0,95.0,97.0,95.0,59.0,
ECAR,KAZ,Kazakhstan,HIB3,99,99,95.0,88.0,97.0,98.0,99.0,82.0,98.0,95.0,98.0,97.0,95.0,96.0,97.0,49.0,,,,,,,,
ESAR,KEN,Kenya,HIB3,93,94,95.0,93.0,93.0,91.0,81.0,88.0,89.0,92.0,87.0,94.0,96.0,90.0,88.0,88.0,81.0,80.0,76.0,73.0,73.0,84.0,,
EAPR,KIR,Kiribati,HIB3,90,91,90.0,92.0,97.0,95.0,90.0,81.0,82.0,75.0,95.0,94.0,95.0,91.0,86.0,83.0,,,,,,,,
MENA,KWT,Kuwait,HIB3,99,96,94.0,93.0,92.0,91.0,99.0,99.0,99.0,95.0,99.0,98.0,99.0,98.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,99.0,98.0
ECAR,KGZ,Kyrgyzstan,HIB3,86,90,88.0,86.0,94.0,93.0,92.0,96.0,97.0,96.0,97.0,96.0,96.0,96.0,,,,,,,,,,
EAPR,LAO,Lao People's Democratic Republic,HIB3,84,80,75.0,79.0,80.0,85.0,84.0,83.0,83.0,83.0,83.0,77.0,76.0,74.0,,,,,,,,,,
Non-programme,LVA,Latvia,HIB3,98,95,93.0,99.0,99.0,96.0,98.0,98.0,94.0,92.0,94.0,90.0,91.0,90.0,94.0,94.0,94.0,96.0,99.0,98.0,96.0,87.0,84.0,79.0
MENA,LBN,Lebanon,HIB3,55,67,67.0,71.0,78.0,79.0,81.0,82.0,84.0,85.0,85.0,85.0,84.0,85.0,84.0,85.0,83.0,81.0,78.0,76.0,74.0,,,
ESAR,LSO,Lesotho,HIB3,87,87,87.0,87.0,87.0,87.0,87.0,87.0,83.0,88.0,93.0,95.0,96.0,94.0,91.0,,,,,,,,,
WCAR,LBR,Liberia,HIB3,82,78,66.0,65.0,70.0,80.0,80.0,73.0,65.0,63.0,80.0,80.0,77.0,70.0,81.0,75.0,,,,,,,,
MENA,LBY,Libya,HIB3,73,73,73.0,73.0,73.0,73.0,96.0,97.0,97.0,94.0,96.0,98.0,98.0,98.0,98.0,98.0,56.0,,,,,,,
Non-programme,LTU,Lithuania,HIB3,90,90,90.0,91.0,92.0,92.0,94.0,94.0,93.0,93.0,93.0,93.0,92.0,95.0,98.0,96.0,95.0,94.0,61.0,35.0,10.0,5.0,4.0,2.0
Non-programme,LUX,Luxembourg,HIB3,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,96.0,93.0
