unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Non-programme,SMR,San Marino,DTP3,91,92,90,89,88,90,88,86,85,84,86,89,92,90.0,90.0,91.0,91.0,92.0,96.0,95.0,96.0,96.0,97.0,98.0
WCAR,STP,Sao Tome and Principe,DTP3,86,92,97,96,95,95,95,96,96,95,97,96,96,98.0,98.0,99.0,97.0,97.0,97.0,96.0,94.0,92.0,92.0,82.0
MENA,SAU,Saudi Arabia,DTP3,97,98,97,95,96,96,98,98,98,98,98,98,98,98.0,98.0,98.0,96.0,96.0,96.0,96.0,95.0,95.0,97.0,95.0
WCAR,SEN,Senegal,DTP3,83,93,90,95,96,92,93,93,89,89,92,91,92,89.0,86.0,88.0,94.0,89.0,84.0,87.0,73.0,60.0,52.0,52.0
ECAR,SRB,Serbia,DTP3,93,92,91,92,97,96,95,92,95,93,95,91,94,91.0,95.0,95.0,94.0,92.0,98.0,88.0,89.0,95.0,93.0,95.0
Non-programme,SYC,Seychelles,DTP3,97,97,94,97,99,99,97,96,97,99,98,98,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,98.0
WCAR,SLE,Sierra Leone,DTP3,91,91,92,91,95,93,90,84,86,83,92,91,89,86.0,84.0,77.0,64.0,64.0,65.0,65.0,73.0,53.0,38.0,44.0
Non-programme,SGP,Singapore,DTP3,98,97,98,98,97,97,96,97,96,96,97,97,96,96.0,97.0,97.0,97.0,95.0,96.0,95.0,96.0,94.0,96.0,98.0
Non-programme,SVK,Slovakia,DTP3,96,97,97,97,97,96,96,96,96,97,98,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Non-programme,SVN,Slovenia,DTP3,89,89,86,95,95,93,94,94,95,95,95,96,96,96.0,96.0,97.0,97.0,97.0,95.0,94.0,95.0,93.0,92.0,91.0
EAPR,SLB,Solomon Islands,DTP3,84,89,87,94,94,85,83,94,87,77,83,92,91,83.0,86.0,85.0,88.0,99.0,89.0,90.0,84.0,78.0,84.0,86.0
ESAR,SOM,Somalia,DTP3,42,42,42,42,42,42,42,42,42,42,42,42,41,45.0,42.0,31.0,40.0,26.0,35.0,30.0,40.0,40.0,33.0,33.0
ESAR,ZAF,South Africa,DTP3,79,85,86,84,85,82,84,85,85,85,81,71,75,77.0,81.0,82.0,85.0,84.0,81.0,74.0,69.0,70.0,71.0,73.0
ESAR,SSD,South Sudan,DTP3,73,73,69,67,61,59,52,45,46,50,53,63,61,,,,,,,,,,,
Non-programme,ESP,Spain,DTP3,93,93,92,94,95,96,95,97,97,97,96,96,97,97.0,96.0,97.0,96.0,98.0,96.0,97.0,98.0,98.0,96.0,95.0
ROSA,LKA,Sri Lanka,DTP3,99,98,96,96,99,99,99,99,99,99,99,99,99,99.0,97.0,98.0,98.0,98.0,99.0,97.0,99.0,98.0,98.0,99.0
MENA,PSE,State of Palestine,DTP3,88,98,95,98,99,99,99,99,99,99,99,97,99,99.0,97.0,96.0,99.0,96.0,96.0,96.0,98.0,97.0,97.0,93.0
MENA,SDN,Sudan,DTP3,51,68,84,90,93,93,95,93,93,94,93,92,93,90.0,81.0,86.0,84.0,78.0,78.0,74.0,69.0,60.0,66.0,62.0
LACR,SUR,Suriname,DTP3,72,77,72,51,77,81,67,77,73,71,76,76,80,94.0,87.0,85.0,84.0,84.0,83.0,85.0,75.0,73.0,68.0,71.0
Non-programme,SWE,Sweden,DTP3,94,94,98,97,98,97,97,98,98,97,98,98,98,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0
Non-programme,CHE,Switzerland,DTP3,95,96,96,96,96,96,96,96,96,96,96,96,96,95.0,95.0,95.0,94.0,94.0,94.0,93.0,93.0,93.0,93.0,93.0
MENA,SYR,Syrian Arab Republic,DTP3,66,59,61,62,67,60,61,55,54,56,54,58,72,80.0,80.0,79.0,80.0,80.0,80.0,81.0,83.0,84.0,82.0,84.0
ECAR,TJK,Tajikistan,DTP3,96,97,97,97,97,96,96,96,96,97,96,94,96,93.0,93.0,86.0,86.0,83.0,84.0,86.0,85.0,85.0,85.0,83.0
EAPR,THA,Thailand,DTP3,92,92,92,97,97,97,99,99,99,99,99,99,99,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,96.0,96.0,97.0
EAPR,TLS,Timor-Leste,DTP3,83,83,83,83,83,83,83,79,76,77,82,83,67,72.0,72.0,79.0,70.0,63.0,55.0,57.0,55.0,54.0,,
WCAR,TGO,Togo,DTP3,85,82,83,82,84,81,83,82,82,84,84,84,85,83.0,78.0,81.0,82.0,84.0,82.0,71.0,72.0,59.0,50.0,64.0
EAPR,TON,Tonga,DTP3,99,99,99,99,99,99,99,96,96,98,99,95,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,90.0,94.0,95.0
LACR,TTO,Trinidad and Tobago,DTP3,96,93,94,96,93,99,89,97,96,92,92,92,90,90.0,90.0,90.0,88.0,92.0,95.0,94.0,91.0,96.0,91.0,90.0
MENA,TUN,Tunisia,DTP3,97,97,97,97,98,97,98,98,98,98,98,97,98,98.0,99.0,99.0,98.0,99.0,98.0,97.0,95.0,96.0,98.0,97.0
ECAR,TUR,Turkiye,DTP3,99,99,95,98,99,98,96,98,97,96,98,97,97,97.0,96.0,96.0,96.0,90.0,90.0,85.0,68.0,78.0,88.0,85.0
ECAR,TKM,Turkmenistan,DTP3,98,98,97,98,99,99,99,98,99,98,98,97,97,96.0,96.0,96.0,98.0,98.0,99.0,97.0,83.0,98.0,95.0,97.0
EAPR,TUV,Tuvalu,DTP3,94,91,94,95,92,89,96,94,96,89,90,97,96,89.0,88.0,99.0,97.0,97.0,93.0,98.0,93.0,98.0,96.0,82.0
ESAR,UGA,Uganda,DTP3,91,89,91,89,93,93,94,93,89,85,84,83,82,80.0,79.0,71.0,73.0,64.0,64.0,62.0,59.0,57.0,55.0,52.0
ECAR,UKR,Ukraine,DTP3,83,73,78,81,80,69,50,19,23,23,76,76,50,52.0,71.0,90.0,98.0,98.0,96.0,99.0,97.0,99.0,99.0,99.0
MENA,ARE,United Arab Emirates,DTP3,96,96,96,90,99,99,97,99,99,99,98,96,95,94.0,93.0,92.0,92.0,92.0,94.0,94.0,94.0,94.0,94.0,94.0
Non-programme,GBR,United Kingdom,DTP3,92,92,93,93,93,94,94,94,95,95,95,95,95,94.0,93.0,92.0,92.0,92.0,91.0,92.0,91.0,91.0,91.0,91.0
ESAR,TZA,United Republic of Tanzania,DTP3,93,93,86,91,91,89,90,92,96,97,91,92,90,91.0,85.0,86.0,83.0,90.0,90.0,95.0,95.0,89.0,87.0,79.0
Non-programme,USA,United States,DTP3,94,94,94,93,94,94,94,95,95,95,94,94,96,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,94.0,94.0,94.0
LACR,URY,Uruguay,DTP3,95,94,91,92,94,91,93,95,95,95,94,95,95,95.0,95.0,94.0,94.0,95.0,96.0,94.0,91.0,95.0,94.0,90.0
ECAR,UZB,Uzbekistan,DTP3,99,99,98,95,96,98,99,99,99,99,99,99,99,99.0,98.0,98.0,96.0,96.0,99.0,99.0,98.0,99.0,99.0,99.0
EAPR,VUT,Vanuatu,DTP3,72,68,62,78,90,85,85,81,80,86,84,82,79,77.0,75.0,73.0,70.0,68.0,68.0,69.0,69.0,70.0,70.0,71.0
LACR,VEN,Venezuela (Bolivarian Republic of),DTP3,54,43,56,54,64,60,66,84,87,78,82,81,78,78.0,84.0,50.0,62.0,71.0,87.0,86.0,68.0,65.0,70.0,77.0
EAPR,VNM,Viet Nam,DTP3,65,91,83,94,89,75,94,96,97,95,59,97,95,93.0,96.0,93.0,92.0,94.0,95.0,96.0,99.0,75.0,96.0,96.0
MENA,YEM,Yemen,DTP3,46,58,56,57,60,54,59,63,63,70,71,67,69,76.0,76.0,78.0,79.0,78.0,79.0,72.0,61.0,65.0,73.0,74.0
ESAR,ZMB,Zambia,DTP3,80,82,91,84,88,90,94,95,90,86,79,78,81,83.0,94.0,87.0,80.0,81.0,82.0,83.0,83.0,84.0,85.0,85.0
ESAR,ZWE,Zimbabwe,DTP3,90,90,88,86,90,89,89,90,87,91,95,95,93,89.0,73.0,75.0,73.0,70.0,68.0,65.0,68.0,71.0,75.0,78.0
