unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Non-programme,SYC,Seychelles,RCV1,93,98,94.0,97.0,99.0,96.0,99.0,97.0,98.0,99.0,97.0,98.0,99.0,99.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,95.0,97.0
WCAR,SLE,Sierra Leone,RCV1,90,90,87.0,87.0,,,,,,,,,,,,,,,,,,,,
Non-programme,SGP,Singapore,RCV1,97,96,96.0,97.0,96.0,97.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,95.0,93.0,94.0,95.0,96.0
Non-programme,SVK,Slovakia,RCV1,94,95,95.0,96.0,96.0,96.0,96.0,95.0,95.0,97.0,98.0,99.0,98.0,98.0,99.0,99.0,99.0,98.0,98.0,99.0,99.0,99.0,99.0,98.0
Non-programme,SVN,Slovenia,RCV1,95,96,95.0,94.0,94.0,93.0,93.0,92.0,94.0,94.0,94.0,95.0,96.0,95.0,95.0,96.0,96.0,96.0,94.0,94.0,94.0,93.0,94.0,95.0
EAPR,SLB,Solomon Islands,RCV1,68,90,67.0,81.0,81.0,93.0,84.0,82.0,75.0,76.0,76.0,,,,,,,,,,,,,
Non-programme,ESP,Spain,RCV1,96,96,95.0,96.0,98.0,98.0,98.0,97.0,96.0,96.0,95.0,97.0,97.0,95.0,98.0,98.0,97.0,97.0,97.0,97.0,98.0,97.0,96.0,94.0
ROSA,LKA,Sri Lanka,RCV1,99,99,97.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,98.0,98.0,99.0,99.0,96.0,99.0,99.0,99.0,99.0
MENA,PSE,State of Palestine,RCV1,89,97,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,94.0,97.0,99.0,87.0,92.0,97.0,94.0,94.0,93.0,94.0,95.0
LACR,SUR,Suriname,RCV1,71,74,58.0,45.0,64.0,77.0,76.0,76.0,76.0,70.0,81.0,64.0,79.0,87.0,88.0,86.0,85.0,83.0,91.0,86.0,69.0,73.0,82.0,84.0
Non-programme,SWE,Sweden,RCV1,93,92,97.0,97.0,97.0,97.0,97.0,97.0,98.0,97.0,97.0,98.0,97.0,97.0,97.0,96.0,96.0,97.0,96.0,96.0,95.0,95.0,94.0,91.0
Non-programme,CHE,Switzerland,RCV1,95,96,95.0,97.0,95.0,95.0,95.0,94.0,94.0,94.0,93.0,93.0,93.0,92.0,92.0,92.0,87.0,87.0,87.0,82.0,82.0,82.0,82.0,82.0
MENA,SYR,Syrian Arab Republic,RCV1,74,52,70.0,70.0,76.0,74.0,78.0,73.0,64.0,65.0,69.0,72.0,80.0,82.0,82.0,81.0,81.0,81.0,81.0,82.0,83.0,84.0,80.0,84.0
ECAR,TJK,Tajikistan,RCV1,98,98,97.0,98.0,98.0,98.0,98.0,97.0,97.0,98.0,97.0,97.0,98.0,94.0,89.0,,,,,,,,,
EAPR,THA,Thailand,RCV1,93,93,93.0,96.0,96.0,96.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,96.0,96.0,96.0,96.0,96.0,94.0,94.0,94.0
EAPR,TLS,Timor-Leste,RCV1,72,72,72.0,74.0,75.0,77.0,77.0,73.0,,,,,,,,,,,,,,,,
WCAR,TGO,Togo,RCV1,72,71,70.0,69.0,75.0,71.0,,,,,,,,,,,,,,,,,,
EAPR,TON,Tonga,RCV1,99,99,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,99.0,95.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,90.0,,
LACR,TTO,Trinidad and Tobago,RCV1,90,92,93.0,91.0,99.0,90.0,93.0,86.0,89.0,96.0,91.0,85.0,92.0,92.0,94.0,91.0,91.0,89.0,93.0,95.0,88.0,87.0,91.0,90.0
MENA,TUN,Tunisia,RCV1,96,95,95.0,98.0,98.0,96.0,98.0,96.0,98.0,98.0,94.0,96.0,,,,,,,,,,,,
ECAR,TUR,Turkiye,RCV1,95,95,96.0,95.0,97.0,96.0,96.0,98.0,97.0,94.0,98.0,96.0,98.0,97.0,97.0,97.0,96.0,98.0,,,,,,
ECAR,TKM,Turkmenistan,RCV1,99,98,97.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,,
EAPR,TUV,Tuvalu,RCV1,98,90,93.0,93.0,96.0,88.0,95.0,96.0,94.0,94.0,96.0,98.0,98.0,85.0,90.0,93.0,95.0,84.0,62.0,,,,,
ESAR,UGA,Uganda,RCV1,93,92,90.0,89.0,,,,,,,,,,,,,,,,,,,,
ECAR,UKR,Ukraine,RCV1,92,74,88.0,85.0,93.0,91.0,86.0,42.0,56.0,56.0,79.0,79.0,67.0,56.0,75.0,94.0,97.0,98.0,96.0,99.0,99.0,99.0,99.0,
MENA,ARE,United Arab Emirates,RCV1,98,98,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,96.0,95.0,94.0,93.0,92.0,92.0,92.0,92.0,94.0,94.0,94.0,94.0,94.0
Non-programme,GBR,United Kingdom,RCV1,90,90,91.0,91.0,91.0,92.0,92.0,92.0,93.0,93.0,93.0,92.0,90.0,89.0,86.0,86.0,86.0,85.0,82.0,81.0,82.0,85.0,85.0,88.0
ESAR,TZA,United Republic of Tanzania,RCV1,91,89,80.0,87.0,89.0,88.0,90.0,83.0,95.0,97.0,,,,,,,,,,,,,,
Non-programme,USA,United States,RCV1,92,92,92.0,91.0,90.0,92.0,91.0,92.0,92.0,92.0,92.0,91.0,92.0,92.0,90.0,92.0,92.0,92.0,92.0,93.0,93.0,91.0,91.0,91.0
LACR,URY,Uruguay,RCV1,96,96,93.0,95.0,96.0,97.0,96.0,95.0,96.0,96.0,96.0,96.0,95.0,95.0,94.0,95.0,96.0,94.0,95.0,95.0,95.0,95.0,94.0,89.0
ECAR,UZB,Uzbekistan,RCV1,99,99,99.0,99.0,98.0,96.0,99.0,99.0,99.0,99.0,97.0,99.0,99.0,98.0,95.0,98.0,98.0,98.0,,,,,,
EAPR,VUT,Vanuatu,RCV1,70,70,50.0,78.0,80.0,75.0,80.0,84.0,76.0,,,,,,,,,,,,,,,
LACR,VEN,Venezuela (Bolivarian Republic of),RCV1,68,52,68.0,76.0,93.0,74.0,96.0,88.0,92.0,89.0,85.0,87.0,86.0,79.0,87.0,93.0,87.0,82.0,76.0,80.0,83.0,83.0,98.0,84.0
EAPR,VNM,Viet Nam,RCV1,86,81,85.0,93.0,92.0,90.0,93.0,95.0,92.0,,,,,,,,,,,,,,,
MENA,YEM,Yemen,RCV1,45,53,51.0,53.0,54.0,53.0,56.0,62.0,61.0,,,,,,,,,,,,,,,
ESAR,ZMB,Zambia,RCV1,90,90,90.0,96.0,93.0,94.0,96.0,,,,,,,,,,,,,,,,,
ESAR,ZWE,Zimbabwe,RCV1,90,90,88.0,85.0,85.0,88.0,90.0,95.0,,,,,,,,,,,,,,,,
