unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Non-programme,SYC,Seychelles,POL3,97,97,94,97,99,99,97,96,97,99,98,98,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,98.0
WCAR,SLE,Sierra Leone,POL3,91,91,90,90,95,93,90,84,86,83,92,91,88,84.0,81.0,75.0,63.0,65.0,67.0,69.0,66.0,54.0,38.0,46.0
Non-programme,SGP,Singapore,POL3,98,97,98,98,97,97,96,96,96,96,97,97,96,96.0,97.0,97.0,97.0,95.0,96.0,95.0,96.0,94.0,95.0,98.0
Non-programme,SVK,Slovakia,POL3,96,97,97,97,97,96,96,96,96,97,98,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,99.0,98.0
Non-programme,SVN,Slovenia,POL3,89,89,86,95,95,93,94,94,95,95,95,96,96,96.0,96.0,97.0,97.0,97.0,95.0,94.0,95.0,93.0,93.0,93.0
EAPR,SLB,Solomon Islands,POL3,81,89,84,92,93,85,80,89,85,78,85,88,97,84.0,90.0,88.0,89.0,99.0,90.0,89.0,84.0,78.0,88.0,88.0
ESAR,SOM,Somalia,POL3,47,47,47,47,47,47,47,47,47,47,47,47,49,49.0,41.0,40.0,40.0,26.0,35.0,30.0,40.0,40.0,33.0,37.0
ESAR,ZAF,South Africa,POL3,79,85,86,84,85,82,84,85,85,85,79,69,71,72.0,75.0,77.0,79.0,79.0,75.0,73.0,70.0,70.0,71.0,71.0
ESAR,SSD,South Sudan,POL3,72,72,69,65,61,60,60,45,52,52,56,67,66,,,,,,,,,,,
Non-programme,ESP,Spain,POL3,93,93,92,94,95,96,95,97,97,97,96,96,97,97.0,96.0,97.0,96.0,98.0,96.0,97.0,99.0,98.0,95.0,95.0
ROSA,LKA,Sri Lanka,POL3,99,98,96,96,99,99,99,99,99,99,99,99,99,99.0,97.0,98.0,98.0,98.0,99.0,97.0,98.0,98.0,98.0,99.0
MENA,PSE,State of Palestine,POL3,89,99,95,98,99,99,99,99,99,99,99,98,99,99.0,98.0,97.0,99.0,97.0,99.0,96.0,98.0,97.0,97.0,93.0
MENA,SDN,Sudan,POL3,53,69,85,90,93,93,95,93,93,94,93,92,93,90.0,81.0,85.0,84.0,77.0,78.0,74.0,69.0,60.0,66.0,62.0
LACR,SUR,Suriname,POL3,72,78,72,51,76,81,51,77,78,76,78,79,83,94.0,85.0,85.0,84.0,84.0,84.0,84.0,74.0,74.0,65.0,70.0
Non-programme,SWE,Sweden,POL3,94,94,98,97,98,97,97,98,98,97,98,98,98,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0
Non-programme,CHE,Switzerland,POL3,95,96,96,96,96,96,96,96,96,96,96,96,96,96.0,96.0,96.0,94.0,94.0,94.0,95.0,95.0,95.0,95.0,95.0
MENA,SYR,Syrian Arab Republic,POL3,66,58,62,63,70,63,63,58,60,62,60,57,60,83.0,83.0,83.0,83.0,83.0,83.0,84.0,85.0,86.0,83.0,86.0
ECAR,TJK,Tajikistan,POL3,97,97,97,97,97,96,97,97,96,94,97,96,97,95.0,93.0,87.0,85.0,76.0,79.0,82.0,82.0,84.0,84.0,86.0
EAPR,THA,Thailand,POL3,93,93,93,97,97,97,99,99,99,99,99,99,99,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0
EAPR,TLS,Timor-Leste,POL3,83,83,83,83,83,83,83,79,75,76,82,83,66,72.0,78.0,79.0,70.0,62.0,55.0,57.0,55.0,38.0,,
WCAR,TGO,Togo,POL3,81,75,81,80,78,58,76,81,82,82,84,84,85,83.0,78.0,80.0,72.0,85.0,80.0,71.0,72.0,58.0,51.0,63.0
EAPR,TON,Tonga,POL3,99,99,99,99,99,99,99,96,96,98,99,95,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,90.0,95.0,95.0
LACR,TTO,Trinidad and Tobago,POL3,94,94,94,93,93,99,94,84,88,94,94,91,91,91.0,90.0,91.0,90.0,89.0,95.0,94.0,91.0,96.0,91.0,90.0
MENA,TUN,Tunisia,POL3,97,97,97,97,98,97,98,98,98,98,98,97,98,98.0,99.0,99.0,98.0,99.0,98.0,97.0,95.0,96.0,98.0,97.0
ECAR,TUR,Turkiye,POL3,99,99,95,98,99,98,96,98,97,96,98,97,97,97.0,96.0,96.0,96.0,90.0,90.0,85.0,69.0,78.0,88.0,85.0
ECAR,TKM,Turkmenistan,POL3,98,98,97,98,99,99,99,98,99,98,98,98,97,96.0,97.0,96.0,98.0,98.0,99.0,98.0,66.0,99.0,94.0,98.0
EAPR,TUV,Tuvalu,POL3,94,90,87,90,92,89,96,94,96,89,90,97,96,89.0,85.0,99.0,97.0,97.0,99.0,98.0,93.0,98.0,96.0,82.0
ESAR,UGA,Uganda,POL3,89,90,91,88,92,88,90,88,85,78,78,79,79,79.0,78.0,69.0,70.0,62.0,59.0,58.0,57.0,57.0,56.0,55.0
ECAR,UKR,Ukraine,POL3,85,69,78,84,78,71,48,56,51,45,72,72,54,57.0,74.0,91.0,98.0,99.0,95.0,99.0,99.0,99.0,99.0,99.0
MENA,ARE,United Arab Emirates,POL3,96,95,96,80,95,99,96,99,99,99,98,96,95,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
Non-programme,GBR,United Kingdom,POL3,92,92,93,93,93,94,94,94,95,95,95,95,95,94.0,93.0,92.0,92.0,92.0,91.0,92.0,91.0,91.0,91.0,91.0
ESAR,TZA,United Republic of Tanzania,POL3,84,84,66,61,87,82,89,89,93,97,91,90,88,94.0,88.0,89.0,88.0,91.0,91.0,95.0,97.0,91.0,65.0,64.0
Non-programme,USA,United States,POL3,93,93,93,92,93,93,92,94,93,93,93,93,94,93.0,93.0,94.0,93.0,93.0,92.0,92.0,91.0,90.0,89.0,90.0
LACR,URY,Uruguay,POL3,95,94,90,91,93,91,93,95,95,95,94,95,95,95.0,95.0,94.0,94.0,95.0,96.0,95.0,91.0,93.0,94.0,92.0
ECAR,UZB,Uzbekistan,POL3,99,99,99,97,98,98,99,99,99,99,99,99,99,99.0,99.0,98.0,98.0,94.0,99.0,99.0,99.0,99.0,99.0,99.0
EAPR,VUT,Vanuatu,POL3,71,68,62,76,90,85,83,81,80,80,78,77,75,74.0,72.0,70.0,69.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
LACR,VEN,Venezuela (Bolivarian Republic of),POL3,61,47,50,62,62,53,79,82,87,79,82,73,78,74.0,75.0,76.0,67.0,73.0,80.0,83.0,86.0,81.0,87.0,86.0
EAPR,VNM,Viet Nam,POL3,60,70,81,80,89,90,94,95,97,96,93,97,96,94.0,97.0,93.0,92.0,94.0,94.0,96.0,96.0,92.0,96.0,96.0
MENA,YEM,Yemen,POL3,46,58,56,57,59,52,56,61,60,64,66,68,69,77.0,76.0,78.0,79.0,78.0,80.0,72.0,61.0,64.0,73.0,74.0
ESAR,ZMB,Zambia,POL3,81,84,87,83,89,90,92,91,90,78,74,70,83,80.0,93.0,90.0,77.0,83.0,84.0,84.0,85.0,85.0,86.0,85.0
ESAR,ZWE,Zimbabwe,POL3,90,90,88,86,90,89,89,90,88,92,95,95,93,89.0,69.0,75.0,73.0,71.0,69.0,67.0,70.0,73.0,76.0,78.0
