unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
ECAR,BLR,Belarus,IPV1,98,98,98,96,98,98.0,98.0,99.0,99.0,,,,,,,,,,,,,,,
Non-programme,BEL,Belgium,IPV1,99,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
LACR,BLZ,Belize,IPV1,85,91,80,79,99,97.0,89.0,93.0,7.0,,,,,,,,,,,,,,,
WCAR,BEN,Benin,IPV1,69,69,70,70,74,62.0,51.0,57.0,24.0,,,,,,,,,,,,,,,
ROSA,BTN,Bhutan,IPV1,96,99,98,93,96,97.0,35.0,90.0,43.0,,,,,,,,,,,,,,,
LACR,BOL,Bolivia (Plurinational State of),IPV1,72,75,75,79,81,89.0,91.0,92.0,,,,,,,,,,,,,,,,
ECAR,BIH,Bosnia and Herzegovina,IPV1,85,86,85,92,91,89.0,91.0,58.0,56.0,,,,,,,,,,,,,,,
ESAR,BWA,Botswana,IPV1,96,86,95,95,95,95.0,95.0,49.0,8.0,,,,,,,,,,,,,,,
LACR,BRA,Brazil,IPV1,83,81,73,81,86,88.0,88.0,80.0,97.0,,,,,,,,,,,,,,,
EAPR,BRN,Brunei Darussalam,IPV1,99,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
ECAR,BGR,Bulgaria,IPV1,95,94,92,94,96,94.0,96.0,94.0,93.0,,,,,,,,,,,,,,,
WCAR,BFA,Burkina Faso,IPV1,93,93,91,91,91,45.0,,,,,,,,,,,,,,,,,,
ESAR,BDI,Burundi,IPV1,86,91,94,98,92,50.0,0.0,60.0,4.0,,,,,,,,,,,,,,,
WCAR,CPV,Cabo Verde,IPV1,94,94,94,94,96,96.0,60.0,,,,,,,,,,,,,,,,,
EAPR,KHM,Cambodia,IPV1,83,84,87,88,89,80.0,66.0,81.0,,,,,,,,,,,,,,,,
WCAR,CMR,Cameroon,IPV1,71,70,70,69,66,67.0,67.0,70.0,26.0,,,,,,,,,,,,,,,
Non-programme,CAN,Canada,IPV1,94,94,94,94,94,94.0,94.0,95.0,95.0,,,,,,,,,,,,,,,
WCAR,CAF,Central African Republic,IPV1,44,44,44,44,44,44.0,44.0,44.0,2.0,,,,,,,,,,,,,,,
WCAR,TCD,Chad,IPV1,67,66,63,54,51,49.0,41.0,41.0,28.0,,,,,,,,,,,,,,,
LACR,CHL,Chile,IPV1,99,99,99,98,99,98.0,98.0,99.0,,,,,,,,,,,,,,,,
EAPR,CHN,China,IPV1,99,99,99,99,99,99.0,99.0,,,,,,,,,,,,,,,,,
LACR,COL,Colombia,IPV1,90,89,90,92,95,93.0,92.0,91.0,92.0,,,,,,,,,,,,,,,
ESAR,COM,Comoros,IPV1,75,76,72,75,72,70.0,45.0,76.0,78.0,,,,,,,,,,,,,,,
WCAR,COG,Congo,IPV1,74,74,74,71,77,68.0,28.0,33.0,,,,,,,,,,,,,,,,
EAPR,COK,Cook Islands,IPV1,86,72,81,89,98,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
LACR,CRI,Costa Rica,IPV1,99,98,97,99,96,95.0,99.0,96.0,93.0,,,,,,,,,,,,,,,
WCAR,CIV,Cote d'Ivoire,IPV1,83,74,73,71,72,62.0,1.0,43.0,19.0,,,,,,,,,,,,,,,
ECAR,HRV,Croatia,IPV1,98,98,98,98,98,98.0,98.0,98.0,98.0,,,,,,,,,,,,,,,
LACR,CUB,Cuba,IPV1,99,99,99,99,99,99.0,99.0,99.0,,,,,,,,,,,,,,,,
Non-programme,CYP,Cyprus,IPV1,99,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
Non-programme,CZE,Czechia,IPV1,96,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
EAPR,PRK,Democratic People's Republic of Korea,IPV1,0,99,99,98,98,65.0,0.0,52.0,80.0,,,,,,,,,,,,,,,
WCAR,COD,Democratic Republic of the Congo,IPV1,66,68,68,74,76,67.0,64.0,54.0,38.0,,,,,,,,,,,,,,,
Non-programme,DNK,Denmark,IPV1,98,97,98,97,97,97.0,99.0,97.0,96.0,,,,,,,,,,,,,,,
MENA,DJI,Djibouti,IPV1,72,59,59,70,85,44.0,46.0,46.0,,,,,,,,,,,,,,,,
LACR,DMA,Dominica,IPV1,99,96,95,99,99,99.0,98.0,99.0,36.0,,,,,,,,,,,,,,,
LACR,DOM,Dominican Republic,IPV1,98,98,98,85,95,97.0,98.0,96.0,6.0,,,,,,,,,,,,,,,
LACR,ECU,Ecuador,IPV1,74,74,65,79,85,69.0,83.0,79.0,3.0,,,,,,,,,,,,,,,
MENA,EGY,Egypt,IPV1,98,97,97,95,96,,,,,,,,,,,,,,,,,,,
LACR,SLV,El Salvador,IPV1,96,95,96,94,96,90.0,91.0,99.0,,,,,,,,,,,,,,,,
WCAR,GNQ,Equatorial Guinea,IPV1,74,76,67,64,61,59.0,56.0,12.0,,,,,,,,,,,,,,,,
ESAR,ERI,Eritrea,IPV1,95,95,95,97,95,29.0,,,,,,,,,,,,,,,,,,
Non-programme,EST,Estonia,IPV1,90,90,90,92,92,93.0,94.0,95.0,95.0,,,,,,,,,,,,,,,
ESAR,SWZ,Eswatini,IPV1,65,98,74,81,89,90.0,82.0,45.0,,,,,,,,,,,,,,,,
ESAR,ETH,Ethiopia,IPV1,72,65,65,71,68,52.0,52.0,,,,,,,,,,,,,,,,,
EAPR,FJI,Fiji,IPV1,99,99,99,99,97,94.0,91.0,95.0,,,,,,,,,,,,,,,,
Non-programme,FIN,Finland,IPV1,97,97,98,98,98,99.0,98.0,99.0,99.0,,,,,,,,,,,,,,,
Non-programme,FRA,France,IPV1,99,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
WCAR,GAB,Gabon,IPV1,64,60,74,63,70,70.0,75.0,74.0,,,,,,,,,,,,,,,,
WCAR,GMB,Gambia,IPV1,84,78,82,88,88,61.0,20.0,95.0,71.0,,,,,,,,,,,,,,,
ECAR,GEO,Georgia,IPV1,96,95,97,95,99,99.0,98.0,97.0,10.0,,,,,,,,,,,,,,,
Non-programme,DEU,Germany,IPV1,98,98,98,98,98,98.0,98.0,98.0,98.0,,,,,,,,,,,,,,,
WCAR,GHA,Ghana,IPV1,95,99,98,93,97,55.0,,,,,,,,,,,,,,,,,,
ECAR,GRC,Greece,IPV1,99,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
LACR,GRD,Grenada,IPV1,92,79,74,79,97,96.0,91.0,90.0,54.0,,,,,,,,,,,,,,,
LACR,GTM,Guatemala,IPV1,94,91,89,81,90,94.0,98.0,95.0,,,,,,,,,,,,,,,,
WCAR,GIN,Guinea,IPV1,47,47,47,47,47,47.0,47.0,47.0,8.0,,,,,,,,,,,,,,,
WCAR,GNB,Guinea-Bissau,IPV1,77,75,28,87,77,3.0,17.0,30.0,,,,,,,,,,,,,,,,
LACR,GUY,Guyana,IPV1,98,98,98,99,99,97.0,94.0,98.0,31.0,,,,,,,,,,,,,,,
LACR,HTI,Haiti,IPV1,75,75,75,75,75,78.0,66.0,45.0,,,,,,,,,,,,,,,,
LACR,HND,Honduras,IPV1,74,80,82,85,89,93.0,92.0,94.0,9.0,,,,,,,,,,,,,,,
Non-programme,HUN,Hungary,IPV1,99,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
Non-programme,ISL,Iceland,IPV1,95,95,97,96,95,97.0,97.0,96.0,96.0,,,,,,,,,,,,,,,
ROSA,IND,India,IPV1,90,91,82,81,82,75.0,50.0,47.0,1.0,,,,,,,,,,,,,,,
EAPR,IDN,Indonesia,IPV1,71,77,61,37,76,62.0,47.0,2.0,,,,,,,,,,,,,,,,
MENA,IRN,Iran (Islamic Republic of),IPV1,99,99,98,99,99,43.0,,,,,,,,,,,,,,,,,,
MENA,IRQ,Iraq,IPV1,94,96,81,77,93,94.0,89.0,,,,,,,,,,,,,,,,,
Non-programme,IRL,Ireland,IPV1,96,97,98,98,98,98.0,98.0,98.0,98.0,,,,,,,,,,,,,,,
Non-programme,ISR,Israel,IPV1,99,99,99,99,99,99.0,99.0,94.0,95.0,,,,,,,,,,,,,,,
Non-programme,ITA,Italy,IPV1,98,98,94,94,95,95.0,95.0,95.0,95.0,,,,,,,,,,,,,,,
LACR,JAM,Jamaica,IPV1,98,94,92,95,97,95.0,95.0,95.0,33.0,,,,,,,,,,,,,,,
Non-programme,JPN,Japan,IPV1,98,98,97,95,98,99.0,99.0,99.0,96.0,,,,,,,,,,,,,,,
MENA,JOR,Jordan,IPV1,97,92,85,78,90,95.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
ECAR,KAZ,Kazakhstan,IPV1,98,99,98,94,99,99.0,99.0,93.0,99.0,,,,,,,,,,,,,,,
ESAR,KEN,Kenya,IPV1,87,87,89,87,88,86.0,78.0,70.0,,,,,,,,,,,,,,,,
EAPR,KIR,Kiribati,IPV1,87,94,78,83,92,92.0,87.0,81.0,52.0,,,,,,,,,,,,,,,
MENA,KWT,Kuwait,IPV1,99,99,99,99,98,98.0,99.0,98.0,97.0,,,,,,,,,,,,,,,
ECAR,KGZ,Kyrgyzstan,IPV1,86,91,87,86,94,54.0,,,,,,,,,,,,,,,,,,
EAPR,LAO,Lao People's Democratic Republic,IPV1,81,76,71,74,76,76.0,75.0,56.0,13.0,,,,,,,,,,,,,,,
Non-programme,LVA,Latvia,IPV1,98,99,96,99,99,97.0,98.0,99.0,98.0,,,,,,,,,,,,,,,
MENA,LBN,Lebanon,IPV1,80,80,80,82,96,96.0,96.0,96.0,96.0,,,,,,,,,,,,,,,
ESAR,LSO,Lesotho,IPV1,87,87,87,87,87,39.0,0.0,44.0,,,,,,,,,,,,,,,,
WCAR,LBR,Liberia,IPV1,82,71,64,67,66,65.0,29.0,,,,,,,,,,,,,,,,,
MENA,LBY,Libya,IPV1,74,74,74,74,74,74.0,99.0,98.0,98.0,,,,,,,,,,,,,,,
Non-programme,LTU,Lithuania,IPV1,93,93,93,95,96,95.0,97.0,97.0,97.0,,,,,,,,,,,,,,,
Non-programme,LUX,Luxembourg,IPV1,99,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
ESAR,MDG,Madagascar,IPV1,63,57,57,65,68,71.0,63.0,50.0,30.0,,,,,,,,,,,,,,,
ESAR,MWI,Malawi,IPV1,91,84,92,91,88,,,,,,,,,,,,,,,,,,,
EAPR,MYS,Malaysia,IPV1,99,99,98,99,99,99.0,99.0,98.0,99.0,,,,,,,,,,,,,,,
ROSA,MDV,Maldives,IPV1,99,99,96,99,98,99.0,99.0,99.0,82.0,,,,,,,,,,,,,,,
WCAR,MLI,Mali,IPV1,77,77,77,70,77,77.0,56.0,54.0,,,,,,,,,,,,,,,,
Non-programme,MLT,Malta,IPV1,99,99,99,99,98,99.0,98.0,97.0,98.0,,,,,,,,,,,,,,,
EAPR,MHL,Marshall Islands,IPV1,98,92,96,97,96,97.0,96.0,95.0,95.0,,,,,,,,,,,,,,,
WCAR,MRT,Mauritania,IPV1,88,83,75,80,72,74.0,70.0,65.0,6.0,,,,,,,,,,,,,,,
Non-programme,MUS,Mauritius,IPV1,96,96,93,94,97,98.0,95.0,96.0,,,,,,,,,,,,,,,,
LACR,MEX,Mexico,IPV1,89,93,83,77,84,90.0,93.0,96.0,99.0,,,,,,,,,,,,,,,
EAPR,FSM,Micronesia (Federated States of),IPV1,97,91,95,98,97,97.0,97.0,95.0,95.0,,,,,,,,,,,,,,,
Non-programme,MCO,Monaco,IPV1,99,99,99,99,99,99.0,99.0,,,,,,,,,,,,,,,,,
EAPR,MNG,Mongolia,IPV1,96,94,95,91,61,,,,,,,,,,,,,,,,,,,
ECAR,MNE,Montenegro,IPV1,93,93,94,94,94,94.0,95.0,97.0,96.0,,,,,,,,,,,,,,,
MENA,MAR,Morocco,IPV1,99,99,99,99,99,80.0,17.0,95.0,33.0,,,,,,,,,,,,,,,
ESAR,MOZ,Mozambique,IPV1,86,76,68,75,81,75.0,50.0,75.0,,,,,,,,,,,,,,,,
EAPR,MMR,Myanmar,IPV1,78,71,46,86,90,82.0,12.0,72.0,8.0,,,,,,,,,,,,,,,
ESAR,NAM,Namibia,IPV1,77,65,85,87,76,82.0,0.0,46.0,,,,,,,,,,,,,,,,
EAPR,NRU,Nauru,IPV1,97,97,99,95,96,99.0,99.0,97.0,91.0,,,,,,,,,,,,,,,
ROSA,NPL,Nepal,IPV1,75,84,86,73,80,16.0,16.0,77.0,59.0,,,,,,,,,,,,,,,
Non-programme,NLD,Netherlands (Kingdom of the),IPV1,97,97,98,98,98,97.0,98.0,98.0,98.0,,,,,,,,,,,,,,,
Non-programme,NZL,New Zealand,IPV1,93,94,93,95,94,95.0,96.0,92.0,93.0,,,,,,,,,,,,,,,
LACR,NIC,Nicaragua,IPV1,89,94,87,94,99,99.0,99.0,99.0,9.0,,,,,,,,,,,,,,,
WCAR,NER,Niger,IPV1,85,84,82,81,81,79.0,85.0,74.0,27.0,,,,,,,,,,,,,,,
WCAR,NGA,Nigeria,IPV1,62,62,62,62,66,59.0,53.0,52.0,42.0,,,,,,,,,,,,,,,
EAPR,NIU,Niue,IPV1,99,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
ECAR,MKD,North Macedonia,IPV1,92,92,89,93,98,98.0,97.0,97.0,98.0,,,,,,,,,,,,,,,
Non-programme,NOR,Norway,IPV1,99,98,98,98,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
MENA,OMN,Oman,IPV1,99,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
ROSA,PAK,Pakistan,IPV1,86,90,83,83,84,75.0,67.0,56.0,20.0,,,,,,,,,,,,,,,
EAPR,PLW,Palau,IPV1,99,99,99,99,99,99.0,99.0,95.0,99.0,,,,,,,,,,,,,,,
LACR,PAN,Panama,IPV1,88,98,98,93,97,97.0,96.0,96.0,80.0,,,,,,,,,,,,,,,
EAPR,PNG,Papua New Guinea,IPV1,42,46,32,40,35,35.0,32.0,14.0,,,,,,,,,,,,,,,,
LACR,PRY,Paraguay,IPV1,80,82,79,84,88,91.0,95.0,94.0,,,,,,,,,,,,,,,,
LACR,PER,Peru,IPV1,91,93,89,92,96,95.0,95.0,94.0,98.0,,,,,,,,,,,,,,,
EAPR,PHL,Philippines,IPV1,82,81,66,79,80,67.0,53.0,37.0,,,,,,,,,,,,,,,,
Non-programme,POL,Poland,IPV1,99,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
Non-programme,PRT,Portugal,IPV1,99,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
MENA,QAT,Qatar,IPV1,99,99,99,82,99,99.0,98.0,99.0,96.0,,,,,,,,,,,,,,,
Non-programme,KOR,Republic of Korea,IPV1,98,98,98,98,98,98.0,98.0,98.0,98.0,,,,,,,,,,,,,,,
ECAR,MDA,Republic of Moldova,IPV1,84,86,91,91,98,56.0,,,,,,,,,,,,,,,,,,
ECAR,ROU,Romania,IPV1,82,89,95,95,94,94.0,94.0,94.0,95.0,,,,,,,,,,,,,,,
Non-programme,RUS,Russian Federation,IPV1,97,97,97,97,97,97.0,97.0,97.0,97.0,,,,,,,,,,,,,,,
ESAR,RWA,Rwanda,IPV1,94,89,88,91,98,92.0,,,,,,,,,,,,,,,,,,
LACR,KNA,Saint Kitts and Nevis,IPV1,98,96,97,99,97,99.0,90.0,93.0,,,,,,,,,,,,,,,,
LACR,LCA,Saint Lucia,IPV1,97,90,90,90,99,99.0,89.0,95.0,21.0,,,,,,,,,,,,,,,
LACR,VCT,Saint Vincent and the Grenadines,IPV1,98,99,97,99,99,98.0,96.0,99.0,54.0,,,,,,,,,,,,,,,
EAPR,WSM,Samoa,IPV1,86,77,77,96,76,46.0,81.0,94.0,,,,,,,,,,,,,,,,
Non-programme,SMR,San Marino,IPV1,93,93,91,91,89,94.0,88.0,94.0,88.0,,,,,,,,,,,,,,,
WCAR,STP,Sao Tome and Principe,IPV1,81,87,93,94,95,97.0,46.0,67.0,,,,,,,,,,,,,,,,
MENA,SAU,Saudi Arabia,IPV1,97,98,97,95,96,96.0,99.0,98.0,98.0,,,,,,,,,,,,,,,
WCAR,SEN,Senegal,IPV1,79,88,86,90,92,82.0,0.0,72.0,81.0,,,,,,,,,,,,,,,
ECAR,SRB,Serbia,IPV1,97,97,96,97,99,98.0,98.0,97.0,98.0,,,,,,,,,,,,,,,
Non-programme,SYC,Seychelles,IPV1,97,99,98,98,99,99.0,99.0,99.0,35.0,,,,,,,,,,,,,,,
WCAR,SLE,Sierra Leone,IPV1,91,91,93,89,86,60.0,,,,,,,,,,,,,,,,,,
Non-programme,SGP,Singapore,IPV1,98,99,99,99,98,98.0,97.0,98.0,98.0,,,,,,,,,,,,,,,
Non-programme,SVK,Slovakia,IPV1,96,97,97,98,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
Non-programme,SVN,Slovenia,IPV1,92,92,92,98,98,97.0,98.0,98.0,98.0,,,,,,,,,,,,,,,
EAPR,SLB,Solomon Islands,IPV1,80,87,79,89,91,88.0,72.0,67.0,7.0,,,,,,,,,,,,,,,
ESAR,SOM,Somalia,IPV1,42,42,42,42,42,42.0,,,,,,,,,,,,,,,,,,
ESAR,ZAF,South Africa,IPV1,81,87,86,88,87,84.0,85.0,88.0,91.0,,,,,,,,,,,,,,,
ESAR,SSD,South Sudan,IPV1,67,67,64,60,56,56.0,56.0,34.0,3.0,,,,,,,,,,,,,,,
Non-programme,ESP,Spain,IPV1,97,98,96,98,98,98.0,98.0,99.0,99.0,,,,,,,,,,,,,,,
ROSA,LKA,Sri Lanka,IPV1,99,98,96,96,99,99.0,99.0,99.0,47.0,,,,,,,,,,,,,,,
MENA,PSE,State of Palestine,IPV1,86,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
MENA,SDN,Sudan,IPV1,58,76,94,90,91,84.0,0.0,64.0,69.0,,,,,,,,,,,,,,,
LACR,SUR,Suriname,IPV1,83,84,82,61,82,82.0,77.0,85.0,81.0,,,,,,,,,,,,,,,
Non-programme,SWE,Sweden,IPV1,96,96,98,98,98,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
Non-programme,CHE,Switzerland,IPV1,97,97,97,98,97,97.0,97.0,98.0,97.0,,,,,,,,,,,,,,,
MENA,SYR,Syrian Arab Republic,IPV1,72,69,70,70,77,72.0,64.0,59.0,64.0,,,,,,,,,,,,,,,
ECAR,TJK,Tajikistan,IPV1,97,97,97,97,96,51.0,,,,,,,,,,,,,,,,,,
EAPR,THA,Thailand,IPV1,92,92,92,97,97,88.0,84.0,,,,,,,,,,,,,,,,,
EAPR,TLS,Timor-Leste,IPV1,80,80,80,80,81,81.0,80.0,48.0,,,,,,,,,,,,,,,,
WCAR,TGO,Togo,IPV1,85,82,83,82,84,20.0,,,,,,,,,,,,,,,,,,
EAPR,TON,Tonga,IPV1,99,99,99,99,99,99.0,99.0,96.0,34.0,,,,,,,,,,,,,,,
LACR,TTO,Trinidad and Tobago,IPV1,99,97,96,92,92,99.0,90.0,96.0,6.0,,,,,,,,,,,,,,,
MENA,TUN,Tunisia,IPV1,96,96,95,94,98,98.0,96.0,98.0,98.0,,,,,,,,,,,,,,,
ECAR,TUR,Turkiye,IPV1,99,99,95,99,99,99.0,98.0,99.0,98.0,,,,,,,,,,,,,,,
ECAR,TKM,Turkmenistan,IPV1,98,98,98,99,99,96.0,,,,,,,,,,,,,,,,,,
EAPR,TUV,Tuvalu,IPV1,99,99,99,99,99,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
ESAR,UGA,Uganda,IPV1,96,94,90,89,88,84.0,70.0,44.0,,,,,,,,,,,,,,,,
ECAR,UKR,Ukraine,IPV1,85,73,84,87,83,92.0,43.0,75.0,59.0,,,,,,,,,,,,,,,
MENA,ARE,United Arab Emirates,IPV1,98,98,96,90,95,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,
Non-programme,GBR,United Kingdom,IPV1,97,97,97,97,97,98.0,98.0,98.0,98.0,,,,,,,,,,,,,,,
ESAR,TZA,United Republic of Tanzania,IPV1,93,93,86,91,91,56.0,,,,,,,,,,,,,,,,,,
Non-programme,USA,United States,IPV1,97,97,97,96,97,96.0,97.0,97.0,97.0,,,,,,,,,,,,,,,
LACR,URY,Uruguay,IPV1,98,99,98,97,99,96.0,97.0,97.0,99.0,,,,,,,,,,,,,,,
ECAR,UZB,Uzbekistan,IPV1,99,99,99,89,94,56.0,,,,,,,,,,,,,,,,,,
EAPR,VUT,Vanuatu,IPV1,71,61,62,78,90,84.0,85.0,50.0,4.0,,,,,,,,,,,,,,,
LACR,VEN,Venezuela (Bolivarian Republic of),IPV1,68,53,59,68,55,32.0,70.0,68.0,,,,,,,,,,,,,,,,
EAPR,VNM,Viet Nam,IPV1,85,89,80,88,73,19.0,,,,,,,,,,,,,,,,,,
MENA,YEM,Yemen,IPV1,47,58,54,55,59,52.0,58.0,61.0,12.0,,,,,,,,,,,,,,,
ESAR,ZMB,Zambia,IPV1,68,73,80,84,73,36.0,,,,,,,,,,,,,,,,,,
ESAR,ZWE,Zimbabwe,IPV1,90,90,88,86,65,,,,,,,,,,,,,,,,,,,
